Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CHEM,1111,102,4,2,2,1,,3,,,1,1,1,,7,,3,,6,"Gavva, Sandhya R","Cu Castillo, Cristina",,,,
CHEM,1111,104,5,6,2,,1,1,,1,,1,,,4,,3,,7,"Gavva, Sandhya R","Chen, Chia Yuan",,,,
CHEM,1111,105,1,3,4,1,3,,1,,,1,1,2,6,,1,,6,"Gavva, Sandhya R","Parsamian, Perouza",,,,
CHEM,1111,106,4,3,2,3,,,1,3,,1,,,6,,,,7,"Gavva, Sandhya R","Kassees, Kara J",,,,
CHEM,1111,108,3,5,2,4,4,,,2,,1,1,,2,,3,,4,"Gavva, Sandhya R","Mihranyan, Andranik",,,,
CHEM,1111,109,3,5,2,3,1,1,,2,1,1,,1,6,1,2,,2,"Gavva, Sandhya R","Mihranyan, Andranik",,,,
CHEM,1112,101,11,7,3,3,1,1,1,,,,,1,,,,,2,"Dissanayake, Dushanthi S","Adams, Derik A",,,,
CHEM,1112,102,8,5,4,1,1,1,,,1,,,,2,,,,2,"Dissanayake, Dushanthi S","Adams, Derik A",,,,
CHEM,1112,103,3,4,,2,1,,,,,,,,1,,,,0,"Abeykoon, Nimali C","Beck, Erling","Tripathi, Kiran",,,
CHEM,1112,104,7,5,2,,3,,,,,,,,1,,1,,3,"Abeykoon, Nimali C","Tripathi, Kiran",,,,
CHEM,1112,105,20,6,,,,1,,,,,,,,1,,,1,"Qin, Yanping","Cook, Mariah A",,,,
CHEM,1112,106,15,7,5,2,,,,,,,,,,,1,,0,"Qin, Yanping","Cook, Mariah A",,,,
CHEM,1112,108,15,6,3,,1,,,1,1,,1,1,,,,,1,"Hashami, Zohreh","Dominguez, Alexis",,,,
CHEM,1112,109,19,4,3,1,,1,,,,1,,,1,,,,0,"Hashami, Zohreh","Dominguez, Alexis",,,,
CHEM,1112,111,14,6,4,,,,,,1,,,,1,,,,1,"Dissanayake, Dushanthi S","Firouzi, Hamid Reza",,,,
CHEM,1112,112,11,7,1,1,1,1,1,,,,1,,1,,1,,4,"Dissanayake, Dushanthi S","Firouzi, Hamid Reza",,,,
CHEM,1112,114,13,10,2,1,,,,1,,,,,,,,,3,"Qin, Yanping","Cu Castillo, Cristina",,,,
CHEM,1112,115,18,3,2,2,,,,,,,,,,,1,,4,"Qin, Yanping","Cu Castillo, Cristina",,,,
CHEM,1112,117,7,5,1,,1,2,1,,,,,,1,,,,3,"Dissanayake, Dushanthi S","Giri, Sachin",,,,
CHEM,1112,118,9,1,2,2,,,,,,,,1,,,,,2,"Dissanayake, Dushanthi S","Giri, Sachin",,,,
CHEM,1112,119,2,2,1,,1,2,,,,,,,1,,,,1,"Abeykoon, Nimali C","Gull, Humera",,,,
CHEM,1112,120,6,7,3,,,1,,,,,,,,,,,7,"Abeykoon, Nimali C","Gull, Humera",,,,
CHEM,1112,121,17,7,,2,,1,,,,,,1,1,,,,1,"Hashami, Zohreh","Gamage, Madujika A",,,,
CHEM,1112,122,16,5,3,1,,,,,,,,,,,2,,3,"Hashami, Zohreh","Gamage, Madujika A",,,,
CHEM,1112,124,16,5,3,1,2,,1,1,,,,,,,,,1,"Hashami, Zohreh","Liyanaarachchi, Sureshee M",,,,
CHEM,1112,125,18,3,3,3,1,,,1,,,,,,,1,,0,"Taghavi Nasrabadi, Amir","Igie, Nosakhare F",,,,
CHEM,1112,127,8,4,5,3,4,,1,1,1,,,,2,,1,,0,"Huang, Yu","Polara, Himanshu S",,,,
CHEM,1112,128,8,14,1,,,,1,,,,,,2,,1,,3,"Huang, Yu",,,,,
CHEM,1112,131,19,5,1,1,1,,,,,,1,,,1,,,0,"Qin, Yanping","Rifat, Samia",,,,
CHEM,1112,132,18,6,1,1,1,,1,,,,,,,,1,,0,"Qin, Yanping","Rifat, Samia",,,,
CHEM,1112,133,10,10,2,1,1,2,,1,,1,,,,,,,2,"Qin, Yanping","Johnson, Rebecca M",,,,
CHEM,1112,134,10,11,3,1,,1,,,,,,,,,1,,2,"Qin, Yanping","Johnson, Rebecca M",,,,
CHEM,1112,135,14,6,,4,1,,,1,,,1,,2,,,,1,"Abeykoon, Nimali C","Kikumoto Dias, Juliana",,,,
CHEM,1112,136,20,7,,1,1,,,,,,,,1,,,,0,"Abeykoon, Nimali C","Kikumoto Dias, Juliana",,,,
CHEM,1112,137,9,9,4,2,2,,,1,,,,,,,,,3,"Dissanayake, Dushanthi S","Kumari, Sneha",,,,
CHEM,1112,138,12,11,1,3,,,1,1,,,,,,1,,,0,"Dissanayake, Dushanthi S","Kumari, Sneha",,,,
CHEM,1112,139,15,5,2,1,2,1,,,,,,,1,2,,,1,"Anka, Fadwa H","Mccleary, Corbin B","Nguyen, Trang",,,
CHEM,1112,140,17,6,1,2,2,,,1,1,,,,,,,,0,"Anka, Fadwa H","Mccleary, Corbin B","Nguyen, Trang",,,
CHEM,1112,602,14,7,5,2,,,,,,,,,,,,,2,"Taghavi Nasrabadi, Amir","Igie, Nosakhare F",,,,
CHEM,1116,HN1,,29,,,,,,,,,,,,,,,0,"Sibert, John W",,,,,
CHEM,1311,001,23,26,20,16,26,24,15,15,21,2,5,5,28,9,21,,40,"Sra, Amandeep K","Nguyen, Trang",,,,
CHEM,1312,001,13,34,22,12,28,13,14,9,3,,4,,4,29,12,,23,"Taylor, Stephanie M",,,,,
CHEM,1312,002,16,45,21,28,12,12,11,4,,1,2,,2,31,11,,21,"Huang, Yu",,,,,
CHEM,1312,003,5,25,16,10,9,12,6,9,2,1,2,,11,31,21,,31,"Dieckmann, Gregg",,,,,
CHEM,1312,004,1,36,17,10,19,10,14,8,3,1,8,,13,21,18,,38,"Dieckmann, Gregg",,,,,
CHEM,1312,005,,6,5,3,5,4,7,6,,1,6,,12,15,6,,18,"Abeykoon, Nimali C",,,,,
CHEM,1316,HN1,9,12,1,2,2,,,,,,,,,3,,,0,"Sibert, John W",,,,,
CHEM,2123,101,3,2,1,1,,2,,,,,,,,,1,,1,"Panangala, Samitha D","Abbas, Muhammad",,,,
CHEM,2123,102,4,9,5,2,5,1,1,,,,1,,2,,,,0,"Hashami, Zohreh","Boardman, Samuel",,,,
CHEM,2123,103,2,7,5,3,6,1,,,,,,,1,,,,0,"Panangala, Samitha D","Li, Baowen",,,,
CHEM,2123,104,10,4,3,3,1,2,,1,,3,,,,,,,3,"Cortes, Sergio J","Li, Baowen",,,,
CHEM,2123,105,2,4,3,3,1,,,,,,,,,,,,1,"Gunawardhana, Kahawatte Gedara","Howlett, Thomas S",,,,
CHEM,2123,106,4,6,6,5,2,1,,,,,,,,1,,,0,"Gunawardhana, Kahawatte Gedara","Dias, Prabavi Shayana",,,,
CHEM,2123,107,3,6,1,8,3,,1,,1,,,,2,,,,0,"Jaggi, Neelam","Boardman, Samuel",,,,
CHEM,2123,108,1,3,5,4,3,2,1,,1,,,,1,1,1,,4,"Jaggi, Neelam","Abbas, Muhammad",,,,
CHEM,2125,101,10,5,7,2,4,1,,,,,,,,,,,1,"Shah, Shailesh N","Brand, Emily J",,,,
CHEM,2125,102,7,9,5,1,1,1,,,1,,,,1,2,,,1,"Shah, Shailesh N","Brand, Emily J",,,,
CHEM,2125,103,9,4,6,3,2,4,1,,,,,,1,,,,0,"Panapitiya, Nimanka P","Dias, Prabavi Shayana",,,,
CHEM,2125,104,14,4,4,2,3,,1,2,,,,,,,,,0,"Panapitiya, Nimanka P","Dias, Prabavi Shayana",,,,
CHEM,2125,105,16,5,3,4,1,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,
CHEM,2125,106,13,9,1,4,1,,,,,,,,,1,,,1,"Wijenayake, Sumudu N","Ma, Ziyuan",,,,
CHEM,2125,107,9,6,7,2,5,,,,,,,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,
CHEM,2125,108,5,16,4,2,1,,,,,1,1,,,,,,0,"Shah, Shailesh N","Brown, Monet R",,,,
CHEM,2125,109,11,9,5,2,1,2,,,,,,,,,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,
CHEM,2125,110,12,8,3,3,2,,,,,1,,,,1,,,0,"Wijenayake, Sumudu N","Ehrman, Ryanne N",,,,
CHEM,2125,111,8,6,5,4,2,2,1,,,,,,1,,,,1,"Shah, Shailesh N","Bhadran, Abhi",,,,
CHEM,2125,112,14,10,2,2,,,,1,,,,,,,,,0,"Panapitiya, Nimanka P","Lumata, Jenica",,,,
CHEM,2125,113,16,9,3,1,,,,,,,,,,1,,,0,"Panapitiya, Nimanka P","Lumata, Jenica",,,,
CHEM,2125,114,8,5,7,1,1,2,,,1,,,,1,1,,,3,"Hashami, Zohreh","Dubrovina, Anastasiia",,,,
CHEM,2125,115,11,7,4,3,3,,,,,,,,,,,,0,"Hashami, Zohreh","Dubrovina, Anastasiia",,,,
CHEM,2125,116,15,5,5,2,2,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,
CHEM,2125,117,17,8,3,2,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Chowdhury, Muniruzzaman",,,,
CHEM,2125,118,16,8,2,4,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Haque, Syed Fahad Bin",,,,
CHEM,2125,119,22,6,1,1,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Haque, Syed Fahad Bin",,,,
CHEM,2125,120,15,8,3,1,1,,,,,,,,,1,,,0,"Shah, Shailesh N","Koirala, Shailendra",,,,
CHEM,2125,121,19,2,2,1,2,1,1,,,,,,,1,,,1,"Shah, Shailesh N","Koirala, Shailendra",,,,
CHEM,2125,601,20,6,3,,,,1,,,,,,,,,,0,"Panapitiya, Nimanka P","Howlett, Thomas S",,,,
CHEM,2125,602,13,8,2,4,2,1,,,,,,,,,,,0,"Wijenayake, Sumudu N","Hoang, David T",,,,
CHEM,2125,603,14,9,2,3,1,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Hoang, David T",,,,
CHEM,2125,604,11,11,3,1,1,,,1,,,,1,,,,,1,"Cortes, Sergio J","Shah, Tejas V","Li, Baowen",,,
CHEM,2125,605,11,11,5,1,1,,,1,,,,,,,,,0,"Cortes, Sergio J","Shah, Tejas V",,,,
CHEM,2125,606,5,5,5,3,2,6,2,1,,,,,,,,,1,"Cortes, Sergio J","Howlett, Thomas S",,,,
CHEM,2125,607,2,7,3,2,2,1,1,1,1,,,,1,,1,,1,"Cortes, Sergio J","Shah, Tejas V",,,,
CHEM,2128,HH1,11,7,,,,,,,,,,,,,,,0,"Thompson, Christina M","Abbas, Muhammad","Bhadran, Abhi",,,
CHEM,2323,001,4,20,5,11,12,7,7,8,5,1,2,,2,9,5,,6,"Shah, Shailesh N",,,,,
CHEM,2323,002,11,34,10,16,7,6,9,9,9,5,2,,5,4,5,,13,"Thompson, Christina M",,,,,
CHEM,2324,001,10,21,3,5,1,3,,,,,,,,3,1,,1,"Wijenayake, Sumudu N",,,,,
CHEM,2325,001,25,56,3,14,12,7,3,2,4,,1,,4,5,2,,7,"Tran, Daniel N",,,,,
CHEM,2325,002,41,40,2,16,8,7,5,2,4,2,3,,,4,3,,7,"Tran, Daniel N",,,,,
CHEM,2325,003,50,46,6,12,13,7,3,2,5,1,,,,7,4,,2,"Novak, Bruce M","Taslimy, Somayeh",,,,
CHEM,2325,004,22,41,11,12,6,5,3,9,3,2,2,,3,8,6,,9,"Cortes, Sergio J",,,,,
CHEM,2325,005,13,19,7,9,3,3,5,7,6,7,4,6,5,2,5,,9,"Ahn, Jung-Mo",,,,,
CHEM,2325,006,32,40,6,9,7,9,6,4,1,5,6,,2,4,7,,6,"Novak, Bruce M",,,,,
CHEM,2328,HN1,,7,3,3,3,,1,,,,,,,1,,,0,"Biewer, Michael C",,,,,
CHEM,2401,001,3,8,4,3,,,1,,,,,,,,1,,0,"Stelling, Allison","Douglas, Teri A",,,,
CHEM,2401,002,2,2,2,5,2,2,1,,,,,,1,2,1,,0,"Pantano, Paul","Perera, Alahendra Arachchige Sachini .",,,,
CHEM,2401,003,2,6,3,2,1,1,2,1,,,,,,1,,,1,"Sra, Amandeep K","Remy, Ashele K",,,,
CHEM,2401,004,2,6,3,1,1,1,,,,,,,,5,,,1,"Pantano, Paul","Tian, Yafen",,,,
CHEM,3321,001,3,3,6,4,8,7,5,1,1,4,4,3,1,5,4,,5,"Torabifard, Hedieh","Mills, Kira R",,,,
CHEM,3322,001,1,3,4,8,,6,2,1,5,5,2,6,4,24,6,,7,"Goux, Warren J","Wang, Hanghang","Yan, Qing",,,
CHEM,3361,0W1,3,4,3,1,3,2,2,1,,,,,,,,,1,"Jia, Lin","Spiro, Stephen","Curtis, Rose M","Wickramasinghe, Piumi B","Miller, Edmund A","Akter, Zakia"
CHEM,3361,0W2,,4,2,,1,,1,2,2,,1,,1,1,,,1,"Gavva, Sandhya R","Curtis, Rose M","Miller, Edmund A","Falah, Rafah M","Akter, Zakia","Wickramasinghe, Piumi B"
CHEM,3362,0W1,2,6,2,4,3,5,2,3,1,2,,,1,7,,,1,"Candas, Mehmet","Reitzer, Lawrence","Song, Ming","Zeito, Sania","Soladogun, Adedamola S","Petter, Andrew T"
CHEM,3471,001,,5,,,,,,,,,,,2,,2,,4,"Gassensmith, Jeremiah J","Udamulle Gedara, Chinthaka Mahesh","Garcia, Juan A",,,
CHEM,3471,002,,9,,1,2,,,,,,,,1,,2,,1,"Smaldone, Ronald A","Udamulle Gedara, Chinthaka Mahesh",,,,
CHEM,3472,001,,4,3,2,4,3,1,2,1,,2,,1,,1,,2,"Qin, Yanping","Wang, Hanghang","Cue, John Michael","Siddiki, A K M Nur Alam","Morrison, William C","Ortega, Juan L"
CHEM,3472,002,,3,,3,,1,,2,3,1,,1,1,3,4,,3,"Goux, Warren J","Cue, John Michael","Siddiki, A K M Nur Alam","Ortega, Juan L","Morrison, William C","Shrivastava, Ashutosh"
CHEM,3472,003,,4,1,3,1,3,,2,,,1,,,8,,,2,"Hashami, Zohreh","Cue, John Michael","Ortega, Juan L","Morrison, William C","Siddiki, A K M Nur Alam","Shrivastava, Ashutosh"
CHEM,4335,001,3,11,6,1,1,,,1,,,,,1,,1,,1,"Yang, Duck J",,,,,
CHEM,4473,001,7,3,2,,,,,,,,,1,,1,,,0,"Huang, Yu","Calubaquib, Erika Joy","Shekarnoush, Mahsa","Dissanayake, Dushanthi S",,
CHEM,4473,002,2,2,,2,1,,,,2,,1,,2,1,,,0,"Dissanayake, Dushanthi S","Calubaquib, Erika Joy","Shekarnoush, Mahsa",,,
CHEM,6100,001,,,,,,,,,,,,,,,,108,1,"Meloni, Gabriele",,,,,
CHEM,6372,501,,4,,3,3,1,,,,,,,,,,,0,"Balkus, Kenneth","Panapitiya, Nimanka P",,,,
CHEM,6389,001,,22,6,9,4,,,,,,,,2,,,,1,"King, Carie S",,,,,
CHEM,6V19,001,,14,,,,,,,,,,,,,,,0,"Nielsen, Steven",,,,,
CHEM,6V69,001,,22,,,,,,,,,,,,,,,0,"Dodani, Sheel C",,,,,
CHIN,1311,001,5,5,4,,,,,,,,,,,,2,,2,"Chen, Bei",,,,,
CHIN,1311,002,5,5,1,,2,,,,,,,,,3,,,1,"Zhang, Lei",,,,,
CHIN,1312,001,9,2,6,,,3,,,,,,,,,1,,0,"Chen, Bei",,,,,
CHIN,2311,001,8,4,3,1,,,,1,,,,,,1,,,0,"Chen, Bei",,,,,
CHIN,2312,001,2,7,,1,,,,,,,,,,1,,,0,"Chen, Bei",,,,,
CLDP,2314,0W1,1,5,4,,3,1,2,1,1,,,,2,1,,,0,"Atchison, Kristin J","Govindaraj, Sharnya",,,,
CLDP,3303,001,5,12,,4,9,3,,5,,1,1,,,2,3,,4,"Maguire, Mandy","Thomas, Abbey L",,,,
CLDP,3305,001,,61,,,9,,,3,,,,,1,2,1,,0,"Touchstone, Emily W","Moustafa, Rana",,,,
CLDP,3310,001,2,5,7,4,1,2,,3,2,1,,,1,,,,2,"Nelson Taylor, Jackie A","Wu, Dennis",,,,
CLDP,3332,001,47,8,1,,1,,3,,,,,,,,2,,0,"Drew, Linda M","Hafiz, Mariam",,,,
CLDP,3339,001,,15,,,2,1,,2,,1,,,,,1,,1,"Huxtable-Jester, Karen J","Li, Yue",,,,
CLDP,3342,0W1,,40,7,4,1,1,1,,,,,,1,1,,,0,"Smith, Olivia","Glotfelty, Annette R",,,,
CLDP,3362,001,,42,,,15,,,3,,,1,,2,1,,,0,"Grant, Meridith G","Sands, Kaitlin R",,,,
CLDP,3394,001,,23,,,2,,,1,,,,,,2,,,0,"Grant, Meridith G",,,,,
CLDP,4308,001,,9,,,1,,,,,,,,,2,,,0,"Touchstone, Emily W",,,,,
CLDP,4347,001,,10,5,4,1,1,2,2,,1,1,1,1,10,2,,2,"Nelson Taylor, Jackie A","Ralph, Yvonne K",,,,
COMD,5340,001,,23,,,,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,
COMD,5344,001,,14,,,2,,,,,,,,,,,,0,"Powers, Katharine A","Eppes, Anna A",,,,
COMD,6221,001,,98,6,,,,,,,,,,,,,1,0,"Shembel, Adrianna C","Berglund-Barraza, Amy",,,,
COMD,6240,0H1,,57,,,,,,,,,,,,,,,0,"Touchstone, Emily W","Melamed, Tina",,,,
COMD,6307,001,,14,,1,1,,,,,,,,,,,,0,"Maguire, Mandy",,,,,
COMD,6308,001,,31,,,,,,,,,,,,,,,0,"Rich, Judith B","Poudel, Sonali",,,,
COMD,6320,001,,14,,,,,,,,,,,,,,,0,"Smith, Irma E","Dean, Lucinda L",,,,
COMD,6377,001,,22,,,2,,,,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,
COMD,6378,001,,65,,,3,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,
COMD,7208,001,,16,,,,,,,,,,,,,,,0,"Brown, Allison T",,,,,
COMD,7221,001,,48,,,,,,,,,,,,,,1,0,"Carter, Jessica A",,,,,
COMD,7222,001,,34,,,1,,,,,,,,,,,,0,"Touchstone, Emily W","Melamed, Tina",,,,
COMD,7301,501,,20,,,,,,,,,,,,,,,0,"Rich, Judith B",,,,,
COMD,7336,001,,28,,2,1,,,,,,,,,,,1,0,"Rollins, Pamela R",,,,,
COMD,7384,501,,42,,,,,,,,,,,,,,,0,"Lombardi, Christina L",,,,,
COMD,7V56,001,,22,,,,,,,,,,,,,,,0,"Rojas-Villarreal, Raul",,,,,
COMD,7V91,001,,39,,,,,,,,,,,,,,,0,"Kenedi, Helen",,,,,
COMM,1311,001,,5,,,4,4,2,1,3,,,,2,1,,,2,"Baker, Barbara L",,,,,
COMM,1311,002,,1,3,1,,3,2,1,,1,,1,3,3,1,,3,"Baker, Barbara L",,,,,
COMM,1311,003,1,5,3,3,4,1,,1,1,,,,,2,1,,1,"Totusek, Patricia F",,,,,
COMM,1311,004,2,7,4,2,1,2,,2,,,,,,3,,,1,"Arnold, Bob",,,,,
COMM,1311,005,3,6,5,2,3,1,,,,,,,,,,,2,"Arnold, Bob",,,,,
COMM,1311,006,,9,5,5,2,1,,1,,,,,,1,,,0,"Totusek, Patricia F",,,,,
COMM,1311,007,1,5,4,2,3,,,,,1,,,1,,,,1,"Baker, Barbara L",,,,,
COMM,1311,008,17,4,1,,1,,,,,,,,,,,,1,"Hanson, Jocyln Y",,,,,
COMM,1311,009,14,5,2,,,,,,,,,,,,1,,2,"Tanner, Lari J",,,,,
COMM,1311,010,3,6,6,4,,1,,,,1,,,,2,,,0,"Totusek, Patricia F",,,,,
COMM,1311,0W1,3,4,5,1,2,,,1,,,,,6,,1,,2,"Baynham, Karen M",,,,,
COMM,1311,0W2,3,2,2,,1,2,,,1,,2,1,4,1,1,,3,"Baynham, Karen M",,,,,
COMM,1311,0W4,2,6,5,2,1,1,2,,,,1,,,1,2,,0,"Templeton, Allison A",,,,,
COMM,1311,0W5,2,2,2,,3,2,3,,,,,,1,2,2,,0,"Templeton, Allison A",,,,,
COMM,1311,0W7,3,5,1,3,3,3,1,,,,,,1,1,,,1,"Templeton, Allison A",,,,,
COMM,1311,5W1,16,6,,,,,,,,,,,,,,,1,"Tanner, Lari J",,,,,
COMM,1311,5W2,8,5,2,,1,,1,,,1,,,,2,1,,1,"Gregory, Mona Y",,,,,
COMM,1311,5W3,6,5,4,,2,1,,,,,,,1,,2,,1,"Gregory, Mona Y",,,,,
COMM,1311,5W4,5,8,2,,1,,1,,,,,,2,1,,,1,"Vazzi, Lisa",,,,,
COMM,1311,5W6,3,5,5,1,2,3,1,,,,,,,2,,,0,"Totusek, Patricia F",,,,,
COMM,1311,5W7,9,7,3,,,1,,,,1,,,1,,1,,0,"Davis, Letitia",,,,,
COMM,1311,5W8,4,14,2,1,1,1,1,,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,5W9,6,8,1,5,1,,,,,,,,,1,,,0,"Juarez, Veronica",,,,,
COMM,1315,001,18,1,1,,1,,,,,,,,,2,,,1,"Saenz, Michael A",,,,,
COMM,1315,002,14,2,2,,1,1,1,,,,,,1,1,1,,0,"Saenz, Michael A",,,,,
COMM,1315,0W1,,4,3,1,5,3,,1,,1,1,,1,3,,,1,"Warren, Jason L",,,,,
COMM,1315,0W3,5,9,1,1,3,,,,1,,,,1,1,,,0,"Skiles, Bradley W",,,,,
COMM,1315,0W4,3,7,1,1,1,3,,,,,,,3,1,,,1,"Cannon, Charles",,,,,
COMM,1315,0W5,4,7,7,,1,,,1,1,,,,,1,,,2,"Cannon, Charles",,,,,
COMM,3320,001,2,7,1,,,,,,,,,,,,,,0,"Lingo, Kathy A",,,,,
COMM,3321,001,,,3,2,4,,,,,,,,,,,,1,"Gooch, John C",,,,,
COMM,3340,0W1,1,8,,2,1,,,,1,,,,,,,,1,"Schlobohm, Maribeth L",,,,,
COMM,4360,001,2,10,1,1,2,,,,,1,,,,,,,0,"King, Carie S",,,,,
COMM,4371,0H1,3,11,1,1,,,,,,,,,,1,,,1,"Hernandez-Katz, Melissa M",,,,,
CRIM,1301,0W1,,2,6,9,6,15,2,6,1,3,1,2,6,4,2,,4,"Sanders, Whitney S",,,,,
CRIM,1301,0W2,20,39,9,3,4,,,1,,,,,2,1,,,0,"Polk, Elmer O","Gordon, Quinn T",,,,
CRIM,1307,001,12,23,12,5,3,3,1,2,,,,,4,,,,3,"Yim, Haneul",,,,,
CRIM,1307,0W1,,23,12,10,8,4,2,7,,,1,,3,5,1,,3,"Kovandzic, Tomislav","Sanil Mannumood, Merin",,,,
CRIM,2308,0W1,6,23,9,8,6,3,1,1,,1,,,,,2,,0,"Gammell, Sarah P","Dore, Gaetan",,,,
CRIM,2313,0W1,1,9,1,,11,,,6,,,1,,1,2,1,,0,"Taylor, Robert W","Wilds, Katherine M",,,,
CRIM,2316,0W1,15,17,3,,3,2,,,,,1,,1,,,,1,"Polk, Elmer O","Gordon, Quinn T",,,,
CRIM,2317,0W1,12,20,3,2,7,,1,2,,1,,,2,,,,1,"Polk, Elmer O","Gordon, Quinn T",,,,
CRIM,3300,0W1,,16,13,7,9,5,5,2,1,2,1,1,4,1,1,,2,"Worrall, John L","Sanford, Stephanie M",,,,
CRIM,3301,0W1,10,6,10,13,4,5,3,1,1,1,,,4,,,,4,"Hayslip, Melissa P","Wilds, Katherine M",,,,
CRIM,3302,001,1,3,8,7,7,2,,3,3,,4,,4,3,2,,0,"Gammell, Sarah P",,,,,
CRIM,3303,001,2,5,5,2,5,2,2,2,,1,1,,3,3,1,,0,"Riddell, Jordan R",,,,,
CRIM,3307,0W1,8,11,6,4,3,3,,6,,1,2,1,2,1,1,,0,"Park, Yeonjae",,,,,
CRIM,3309,0W1,24,16,5,5,3,3,1,,,,1,,,2,,,0,"Gammell, Sarah P",,,,,
CRIM,3310,0W1,47,19,2,1,,1,,1,,,,,1,1,1,,0,"Polk, Elmer O","Gordon, Quinn T",,,,
CRIM,3312,001,1,2,1,2,2,3,3,4,1,1,1,,1,1,1,,2,"Jacobs, Bruce A","Dore, Gaetan",,,,
CRIM,3319,0W1,13,8,9,4,4,7,4,2,2,,1,,4,1,,,0,"Hayslip, Melissa P","Wilds, Katherine M",,,,
CRIM,3320,0W1,29,13,10,4,1,,,,,1,1,,,,,,1,"Corey, Jessica",,,,,
CRIM,3323,0W1,1,2,3,1,6,2,2,,1,,2,,7,2,,,1,"Kovandzic, Tomislav","Sanil Mannumood, Merin",,,,
CRIM,4311,0W1,8,5,7,10,2,3,3,2,1,,,1,5,2,,,1,"Hayslip, Melissa P",,,,,
CRIM,4322,0H1,2,3,7,8,2,3,3,,,,1,,1,1,,,0,"Vieraitis, Lynne M","Hamer, Karen",,,,
CRIM,4336,0W1,1,22,1,,14,1,,2,,,2,1,2,,,,3,"Taylor, Robert W","Sanford, Stephanie M",,,,
CRIM,4396,001,,9,,,6,,,1,,,1,,,,,,1,"Derlic, Dragana",,,,,
CRIM,6311,0W1,,10,8,1,5,,1,,,,,,,,,,0,"Vieraitis, Lynne M",,,,,
CRIM,6315,001,,11,5,,,1,,,,,,,,,,,0,"Jacobs, Bruce A",,,,,
CRIM,6381,001,,16,1,,2,,,,,,,,,,,,0,"Harris, Michelle N",,,,,
CRWT,2301,001,6,,1,1,,,,,,,1,,,2,,,0,"Wright, Adam M",,,,,
CRWT,2301,002,2,8,1,,,,,,,,,,,,,,0,"Balasa, Alexandra",,,,,
CRWT,2301,003,10,2,1,,2,,,,,,,,,,,,0,"Baker, Matthew W",,,,,
CRWT,2301,004,6,5,,2,,1,,,,1,,,,,,,0,"Ocasio-Russe, Lizbette",,,,,
CRWT,2301,501,2,3,2,,1,,,,,,1,,2,,,,1,"Crawford, Rachel",,,,,
CRWT,2301,502,4,,3,,,,1,,,,1,,,1,,,0,"Neal, Laura",,,,,
CRWT,3306,001,3,2,2,2,1,2,,1,,,,,,,,,0,"Beck, Emilie",,,,,
CRWT,3306,501,,6,,1,2,,,,,,,,2,,,,2,"Watkins, Latoya S",,,,,
CRWT,3308,001,2,4,5,1,1,1,,,,,,,,,,,0,"Malesic, Jonathan",,,,,
CRWT,3330,501,,3,1,4,,,2,,2,,,,,,,,0,"Vincent, Shelby D",,,,,
CRWT,3351,501,6,2,3,1,,1,,,,1,,1,,,,,0,"Leverone, Julia",,,,,
CRWT,3351,HN1,5,,1,2,1,,,,,,,,,1,,,1,"Neal, Laura",,,,,
CRWT,3354,501,,8,3,1,1,,,1,,,,,,,,,1,"Goldberg, Paula",,,,,
CRWT,3354,HN1,,5,2,3,,,,,,,,,,1,,,1,"Goldberg, Paula",,,,,
CS,1134,1W1,26,15,1,4,2,,1,4,,,,,6,,2,,4,"Doore, Karen L",,,,,
CS,1134,1W2,29,5,3,1,7,,1,1,1,,1,,1,,1,,6,"Doore, Karen L",,,,,
CS,1136,1W1,52,6,3,,3,,,,1,,,,4,1,1,,4,"Doore, Karen L",,,,,
CS,1136,1W2,34,4,3,1,3,,,1,1,,1,,5,,4,,1,"Doore, Karen L",,,,,
CS,1136,1W3,21,2,2,1,,1,1,1,1,,3,,7,1,4,,8,"Doore, Karen L",,,,,
CS,1136,1W4,22,5,1,3,,2,1,2,,,,,7,,1,,4,"Doore, Karen L",,,,,
CS,1136,1W6,21,2,,1,,2,,,,,1,,3,1,4,,3,"Doore, Karen L",,,,,
CS,1136,1W8,31,1,3,,1,3,2,2,1,,,,4,,,,5,"Doore, Karen L",,,,,
CS,1324,001,9,16,9,6,8,2,4,1,3,,,,1,5,,,0,"Paulk, Mark C",,,,,
CS,1325,001,,5,14,16,12,7,3,1,2,,2,,1,10,3,,2,"Solanki, Nidhiben M",,,,,
