Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CS,4375,0U1,1,2,5,6,4,4,2,1,1,,,2,2,,,,0,"Mazidi, Karen J","Kobayashi, Hideo",,,,
CS,4375,0U2,1,4,4,1,2,1,3,4,1,,1,2,,,,,6,"Ng, Yu Chung V","Kobayashi, Hideo",,,,
CS,4376,0U1,,4,6,8,3,3,1,1,1,,1,,,,,,1,"Paulk, Mark C","Li, Dongcheng",,,,
CS,4384,0U2,1,10,2,2,7,2,2,3,,2,,,5,,,,0,"Arnold, Gordon L","Akbar, Khandakar Ashrafi",,,,
CS,4390,0U1,3,2,,5,4,,2,2,1,1,,,,,,,0,"Le, Khiem V","Li, Shuo",,,,
CS,4390,0U2,,1,1,1,4,3,2,3,,,1,,,,,,1,"Cobb, Jorge","Li, Shuo",,,,
CS,4393,0U1,,3,3,1,1,1,2,,1,,,,,,,,1,"Nguyen, Nhut","Wang, Chengen",,,,
CS,5343,0U1,,9,3,3,3,3,,1,,,,,,,,,0,"Gupta, Neeraj K","Nguyen, Son V",,,,
CS,6301,0U1,,15,4,1,,,,,,,,,,,,,0,"Nagar, Anurag","Wu, Zhouxiang",,,,
CS,6301,0W1,,31,,,,,,,,,,,,,,,0,"Thuraisingham, Bhavani","Akbar, Khandakar Ashrafi",,,,
CS,6314,0W1,,15,3,7,,1,,2,,,,,,,,,1,"Yuruk, Nurcan","Guo, Jinghui",,,,
CS,6350,0U1,,15,7,2,,,,,,,,,,,,,0,"Nagar, Anurag","Padalkar, Parth",,,,
CS,6359,0U1,,3,5,2,,,,,,,,,,,,,0,"Chung, Lawrence","Ahn, Sung Soo",,,,
CS,6360,5U1,,8,10,1,,,,,,,,,,,,,0,"Davis, Chris I","Li, Changbin",,,,
CS,6363,0U1,,23,1,3,1,1,1,,,,,,,,,,0,"Chandrasekaran, Ramaswamy","Dhoked, Sahil",,,,
CS,6363,0U2,,5,2,2,,1,,1,,,,,,,,,0,"Erbatur, Serdar","Dhoked, Sahil",,,,
CS,6364,0U1,,17,6,2,2,1,1,,,,,,3,,,,1,"Schweitzer, Haim","Wan, Guihong",,,,
CS,6366,0W1,,5,3,,,1,1,,,,,,,,,,0,"Kumar, Pushpa S","Aggarwal, Alakh",,,,
CS,6375,5U1,,8,1,3,2,1,2,,,,,,1,,,,0,"Schweitzer, Haim","Wan, Guihong",,,,
CS,6375,MU1,,12,5,4,2,,,,,,,,,,,,0,"Nagar, Anurag",,,,,
CS,6378,0U1,,4,6,3,1,,,,,,,,1,,,,0,"Mittal, Neeraj","Dhoked, Sahil",,,,
CS,6385,0W1,,14,2,2,2,,,,,,,,,,,,0,"Farago, Andras","Zhao, Chen",,,,
DANC,1310,0W1,1,13,1,2,2,3,,,,,,2,5,,,,0,"Saba, Monica",,,,,
ECON,2301,0W1,,20,2,3,3,,,1,,,,,1,,,,0,"Nguyen, Hien T",,,,,
ECON,2302,0W1,4,18,11,3,,1,,,,,,,,,,,1,"Zhang, Jinglun",,,,,
ECON,3330,0W1,5,20,1,2,2,1,,1,1,,1,1,1,1,,,3,"Zhang, Licheng","Ketsler, Luba",,,,
ECON,4302,0U1,1,1,4,3,2,3,4,2,1,,,,,,,,0,"Choi, Soohyun",,,,,
ECS,3390,051,10,4,1,,1,,1,,,,,,1,,,,0,"Montgomery, Christina",,,,,
ECS,3390,052,,,1,2,7,,1,,,,,,3,,,,0,"Crowder, Wade A",,,,,
ECS,3390,092,,14,,,1,1,,1,,,,,2,,,,0,"Johnson, Janet L",,,,,
ECS,3390,0W1,,9,4,1,2,,1,,,,,,,,,,2,"Glauser, Janece B",,,,,
ECS,3390,0W2,,12,1,1,1,2,,,,1,,,1,,,,0,"Glauser, Janece B",,,,,
ECS,3390,0W3,1,5,5,1,2,,,,,1,,,4,,,,0,"Scally, Deborah A",,,,,
EE,3161,051,1,2,3,2,,2,,,,1,,,,,,,0,"Mezenner, Rabah",,,,,
EE,3201,0U1,,2,3,1,2,,,2,,,,,2,,,,0,"Kiasaleh, Kamran","Meng, Xingyu","Steele, Alec M",,,
EE,3202,0U1,,8,3,4,,,,1,1,,,,4,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Liu, Jinbo",,,
EE,3301,0U1,2,7,1,2,3,1,,1,1,1,1,,2,,,,0,"Tacca, Marco","Khoshlessan, Mahshid",,,,
EE,3302,5U1,,2,2,3,4,1,2,3,4,1,,2,3,,,,3,"Kehtarnavaz, Nasser","Mohamed, Ahmed M","Kucuk, Abdullah",,,
EE,3311,0U1,2,1,4,1,3,1,,,1,,,1,1,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,
EE,3311,5U1,,2,2,3,5,2,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,
EE,3320,0U1,3,1,1,1,1,,,1,1,,1,,,,,,0,"Nikoubin, Tooraj","Gao, Tianning",,,,
EE,4203,0U1,1,3,1,,1,2,3,1,1,,2,1,,,,,0,"Kehtarnavaz, Nasser","Azarang, Arian","Gogineni, Susmitha",,,
EE,4388,0U1,,14,1,2,2,,,,,,,,,,,,0,"Bhatia, Dinesh","Noor Shoudha, Shamman",,,,
EE,4389,0U1,1,6,,4,,,,,,,,,,,,,0,"Bhatia, Dinesh","Chandra Shekar, Ram Charan M",,,,
EEOP,6314,0H1,,26,6,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,
EERF,7V89,0W1,,9,,1,,,,,,,,,,,,,0,"Henderson, Rashaunda M",,,,,
ENGR,2300,0W1,3,4,,3,2,1,2,2,4,1,,,2,,,,1,"Akin, Bilal","Li, Chen",,,,
ENGR,3300,0U1,1,13,2,5,7,2,,7,,,1,,,,,,0,"Ali, Mohammed Z","Si, Qilin","Nourmohamadi, Hesam",,,
ENGR,3341,0U1,3,7,2,4,5,2,3,3,3,,,2,2,,,,5,"Fonseka, John","Hassan, Rana A","Olee, Shakil Mahmud",,,
ENTP,3301,0U1,3,8,9,5,3,,,1,,,,,2,,,,1,"Nichols, Paul M",,,,,
ENTP,4335,0W1,1,3,2,5,,1,,,,,,1,1,,,,0,"Edsel, Alexander D",,,,,
ENTP,6321,5U1,,3,,,8,,,,,,,,1,,,,0,"Guttery, Randall","Wen, Yaxin",,,,
ENTP,6370,0W1,,14,13,7,9,7,,,,,,,,,,,0,"Kimzey, Jackie","Kwon, Jung Hyun",,,,
EPPS,2301,5U1,2,1,3,2,2,1,1,1,,1,,,,,,,0,"Maduforo, Kate E","Dzanie, Raphael K",,,,
EPPS,2302,0W1,,5,6,2,1,2,,,,,,,,,,,0,"Akarte, Prajakti V",,,,,
FILM,2332,0U1,1,7,11,6,5,4,5,1,1,,,,2,,,,3,"Oliver, Stephanie R",,,,,
FIN,3300,0U1,,11,,,1,,,5,,,1,,3,,,,0,"Lynch, Julie",,,,,
FIN,3305,5U1,,6,2,,10,1,,7,1,,,,1,,,,1,"Guttery, Randall","Wen, Yaxin",,,,
FIN,3320,0U1,,12,3,1,15,2,2,7,,,2,,1,,,,0,"Manzi, Jeff",,,,,
FIN,3320,0U2,,9,1,3,3,2,4,3,1,,,,,,,,0,"Peabody, Stephen D",,,,,
FIN,3320,0U3,,20,2,2,4,3,3,2,,,,,2,,,,0,"Peabody, Stephen D",,,,,
FIN,3320,0W1,,11,1,3,16,,1,8,,,2,,1,,,,0,"Manzi, Jeff",,,,,
FIN,3320,0W2,,13,2,4,9,,,7,,1,2,,1,,,,1,"Manzi, Jeff",,,,,
FIN,3360,0W1,,6,11,11,14,3,4,3,1,1,2,,,,,,0,"Pedigo, Madison F",,,,,
FIN,3370,0U1,1,2,12,2,5,,1,1,1,,,,,,,,1,"Haynes, Steven",,,,,
FIN,3390,0U1,4,5,10,3,1,12,3,3,8,,,1,1,,,,1,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,
FIN,4300,0U1,,18,,7,,1,,,,,,,,,,,0,"Zhu, Yifan",,,,,
FIN,4310,5U1,1,2,3,2,1,3,1,3,3,,2,1,1,,,,3,"Smith, Jake A",,,,,
FIN,6301,0W1,,46,,,9,,,1,,,,,1,,,,1,"El-Ashmawi, Amal H",,,,,
FIN,6301,5U1,,26,,,4,,,,,,,,,,,,0,"Peabody, Stephen D",,,,,
FIN,6301,CW1,,8,3,6,3,2,,,,,,,3,,,,1,"Reichert, Carolyn A",,,,,
FIN,6301,XS1,,25,,1,1,,2,,,,,,,,,,0,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,
FIN,6307,5U1,,4,5,1,,5,1,1,,,,,,,,,3,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,
FIN,6310,5U1,,12,7,3,8,2,4,5,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,
FIN,6318,5U1,,9,7,5,4,4,2,,,,,,,,,,0,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,
FIN,6321,5U1,,9,1,,9,,,1,,,,,,,,,0,"Guttery, Randall","Wen, Yaxin",,,,
FIN,6360,5U1,,5,6,1,,3,,,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,
FTEC,6312,FS1,,4,6,1,2,,,,,,,,,,,,0,"Scott, James A",,,,,
GEOS,1303,051,2,13,14,1,1,,,,,,,,,,,,0,"Griffin, William R","Wang, Ning",,,,
GEOS,3300,0S1,2,3,3,1,1,1,2,1,1,,,1,,,,,0,"Pirouz, Mortaza","Willis, Siloa B","Geissman, John W","Newman, Jordan W",,
GOVT,2305,0U1,10,8,5,8,3,2,1,1,2,,,1,3,,,,1,"Gutierrez Mannix, Carlos Daniel",,,,,
GOVT,2305,0U2,8,10,7,3,1,1,1,,,,,,4,,,,1,"Sanchez De La Rosa, Andres Ricardo",,,,,
GOVT,2306,0U1,,23,13,8,9,6,1,3,3,,,,3,,,,1,"Johnson, Sara K",,,,,
GOVT,2306,0U2,,21,12,7,11,2,,,1,,2,1,4,,,,2,"Eaton, John M",,,,,
HDCD,6351,5U1,,12,,,,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,
HDCD,6370,0U1,,10,,1,1,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,
HIST,1301,051,1,33,15,5,10,3,4,1,1,1,,1,9,,,,3,"Wright, Ben","Zawng, Ze",,,,
HIST,1302,091,2,11,20,11,9,14,8,6,,1,1,,5,,,,1,"Schulze, Jeffrey","Hill, Justin T",,,,
HIST,3328,091,,2,4,3,2,2,,1,,1,,,3,,,,0,"Dennis, Patrick W",,,,,
HIST,4344,0W1,6,3,11,7,2,1,1,,,1,1,,3,,,,1,"Pfister, Debra H",,,,,
HIST,4358,051,2,,,1,4,2,,2,,,,,,,,,1,"Farmer, J Michael",,,,,
HLTH,1301,0W1,,,4,4,2,2,1,1,,,,,,,,,1,"Baetge, Claire",,,,,
HLTH,3300,0W1,,55,2,2,3,1,,2,,,,1,2,,,,1,"Byrnes, Kathleen A",,,,,
HMGT,3301,5U1,,6,,2,8,,2,7,,,,,,,,,1,"Karnuta, Daniel","Wang, Jiyu",,,,
HMGT,6329,5U1,,21,,,,,,,,,,,,,,,0,"Thurgood, Keith L","Liu, Yu",,,,
HMGT,6331,5U1,,36,12,4,2,1,1,,,,,,,,,,0,"Malaise, Michael",,,,,
HMGT,6331,CH1,,15,,4,1,1,,1,,,,,,,,,0,"Jacob, Stephen",,,,,
HMGT,6332,5U1,,16,13,12,4,3,3,1,,,,,1,,,,0,"Ramanathan, Kannan",,,,,
HMGT,6403,AH6,,17,11,1,,,,,,,,,,,,,0,"Kaiser, Robert C",,,,,
HMGT,6410,AS1,,43,2,,,,,,,,,,,,,,0,"McCracken, John",,,,,
IMS,3310,0U1,4,23,9,11,2,,,,,,,,,,,,0,"Bai, Xiaoou",,,,,
IMS,3310,0U2,8,8,8,8,8,6,1,,,,,,1,,,,0,"Yeo, Yundong",,,,,
IMS,3310,5U1,1,7,2,4,4,1,1,3,,3,2,,5,,,,1,"Henderson, Tom",,,,,
IMS,6304,0W1,,14,16,8,4,1,,,,,,,1,,,,2,"Woldu, Habte G","Alborz, Ethan",,,,
IMS,6304,AW1,,10,,,3,,,1,,,,,,,,,0,"McCracken, John","Petrik, Peter",,,,
IMS,6314,0W1,,5,10,,,,,,,,,,,,,,0,"Dalgic, Tevfik",,,,,
IMS,6316,GS1,,11,9,2,5,,,,,,,,,,,,0,"Peinhardt, Clint W",,,,,
IMS,6316,GS2,,8,10,,5,,,1,,,,,,,,,1,"Peinhardt, Clint W",,,,,
IMS,6360,0W1,,30,28,9,5,3,,,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,
ISIS,3335,0W1,2,8,8,3,8,,5,,,,,,,,,,0,"Rosa, Jonathan",,,,,
ISIS,4304,0H1,,10,2,1,5,,,,,,,,3,,,,0,"Werhnyak, Larissa",,,,,
ISNS,2359,0W1,36,13,9,2,1,3,,,5,,1,1,3,,,,0,"Pujana, Ignacio",,,,,
ISNS,2367,0W1,4,17,6,1,5,5,,2,5,,,,6,,,,0,"Pujana, Ignacio",,,,,
ISNS,2367,0W2,4,4,1,4,2,,1,1,,,,,,,,,0,"Pujana, Ignacio",,,,,
ITSS,3300,5U1,,38,7,8,2,,2,1,,,,,3,,,,1,"Owens, Sean M","Chen, Luoying",,,,
ITSS,3311,5U1,,5,8,6,7,5,2,7,,,,,2,,,,2,"Short, Kevin P","Vallurupalli, Naina C",,,,
ITSS,3312,5U1,,8,5,4,10,5,1,5,2,1,,1,2,,,,4,"Thomas, Sunela","Vallurupalli, Naina C",,,,
ITSS,3390,5U1,,3,7,10,8,6,,,1,,,,,,,,0,"Arora, Vivek",,,,,
ITSS,4300,5U1,,5,6,14,6,8,2,2,,,,,2,,,,2,"Pandian, Thiru",,,,,
ITSS,4330,5U1,6,12,4,6,3,3,2,4,,,,,1,,,,0,"Khan, Taimur A",,,,,
ITSS,4351,5U1,,13,13,10,7,4,1,1,2,1,3,2,1,,,,0,"Shekhar, Gaurav","Banu, Arshiya",,,,
ITSS,4360,5U1,6,7,5,3,,1,1,,,,1,,1,,,,1,"Howe, Nate",,,,,
ITSS,4370,0U1,,5,6,6,4,4,3,,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,
LIT,2331,091,8,2,,1,,,1,,,,,,1,,,,1,"Kirk, Kristina E",,,,,
LIT,2331,0W1,16,4,2,,4,,1,2,1,,,,3,,,,1,"King, Alana",,,,,
LIT,3319,0U1,12,2,1,,3,,,,,,,,,,,,1,"Ingrao, Peter J",,,,,
LIT,3337,091,6,6,1,1,,,,,,,,,1,,,,0,"Leverone, Julia",,,,,
LIT,6308,0U1,,8,1,,,,,,,,,,1,,,,1,"Hatfield, Charles D",,,,,
MAS,6102,0U1,,,,,,,,,,,,,1,,,30,0,"Cirilo, Jason M",,,,,
MATH,1306,0U1,4,4,,1,,1,,,,,,,,,,,0,"Duruoha, Adannah","Knodell, Matthew",,,,
MATH,1314,0U1,2,3,4,,,1,4,,1,1,,,2,,,,1,"Alvarado, Iris",,,,,
MATH,1325,5U1,3,1,1,2,3,3,1,,2,,2,2,5,,,,0,"Patel, Jigarkumar S","Gallo, Erika S",,,,
MATH,1325,5U2,1,3,3,1,1,,,1,3,,3,,,,,,0,"Adabrah, Anani Komla","Nadhomi, Timothy",,,,
MATH,1326,0U1,7,3,3,2,,2,1,,,,1,,1,,,,3,"Sultana, Nasrin","Zhu, Weixi",,,,
MATH,1326,0U2,,2,,,,3,,2,,,,,2,,,,2,"Mussa, Derege","Bal, Sabindra Singh",,,,
MATH,2312,0U1,3,,2,2,3,1,1,,,,,,3,,,,1,"Nguyen, Mylinh T","Ye, Xiaoli","Cao, Jianpeng","Jahan, Mahmuda","Kateregga, George William",
MATH,2413,0U1,2,4,2,4,5,5,5,4,1,,1,1,5,,,,0,"Aman, Kelly","Jahan, Mahmuda","Tola, Astrit","Kateregga, George William","Cao, Jianpeng",
MATH,2414,0U1,1,1,2,2,1,2,,3,6,2,4,2,15,,,,7,"Ahsan, Mohammad K",,,,,
MATH,2414,0U2,,1,,1,2,2,3,2,4,4,2,2,7,,,,3,"Ahsan, Mohammad K",,,,,
MATH,2415,0U1,4,1,2,2,4,7,4,5,1,,1,,,,,,1,"Akbar, Mohammad M",,,,,
MATH,2415,0U2,,,4,2,,2,1,1,,,,,3,,,,1,"Li, Changsong",,,,,
MATH,2417,0U1,,1,,1,4,4,1,2,3,,,2,4,,,,4,"Martynova, Irina","Kim, Jimi","Li, Huimin",,,
MATH,2418,0U1,4,2,2,9,3,5,1,1,4,1,,1,9,,,,2,"Dahal, Rabin",,,,,
MATH,2418,0U2,,2,,,4,2,1,2,4,,1,,6,,,,2,"Patel, Jigarkumar S",,,,,
MATH,2419,0U1,,1,2,2,1,1,2,1,1,,,,2,,,,0,"Eydelzon, Anatoly","Helal, Abdullah Al",,,,
MATH,2420,0U1,3,1,6,1,3,1,2,3,2,,,,4,,,,1,"Paudel, Ajaya B",,,,,
MATH,3310,0U1,3,2,,1,2,2,,1,,,,,2,,,,1,"Ramakrishna, Viswanath","Sinha Roy, Sushmita",,,,
MATH,3351,0U1,4,3,2,4,4,3,1,1,2,,1,,3,,,,2,"Eydelzon, Anatoly","Murza, Adrian C","Milogorodskii, Aleksandr",,,
MATH,4301,0U1,,2,1,2,1,,1,1,2,,,1,,,,,1,"Dabkowski, Mieczyslaw K","Ahmed, Faisal",,,,
MECH,2310,0W1,1,2,1,2,2,2,2,1,2,,1,,1,,,,1,"Thamban, P.L.Stephan","Chowdhury, Kafil Uddin Ahammed",,,,
MECH,3105,1W1,7,4,1,,1,1,,2,,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,
MECH,3150,1W1,,6,6,3,4,2,,,,,,,,,,,0,"Park, Wooram","Gleason, Glenn H",,,,
MECH,3305,0W1,8,3,,2,1,,,3,1,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,
MECH,3320,0W1,2,7,7,9,9,4,4,2,1,,,2,2,,,,1,"Fadda, Dani Z","Alatalo, Diana L",,,,
MECH,3351,0W1,1,2,1,5,4,4,1,1,1,,,,1,,,,0,"Wilt, James C","Chowdhury, Kafil Uddin Ahammed",,,,
MECH,4340,0W1,1,7,2,8,8,6,3,6,1,,1,,1,,,,0,"Park, Wooram","Gleason, Glenn H",,,,
MECH,4381,0U1,,18,15,5,2,,,,1,,,,,,,,0,"Hart, Robert A",,,,,
MECH,4381,0U2,,6,19,5,6,1,2,,,,,,,,,,0,"Hart, Robert A",,,,,
MECH,4V95,0W1,,15,,,6,,,21,,,2,,3,,,,1,"Summers, Joshua",,,,,
MECH,6V49,0W1,,10,,,4,,,2,,,,,1,,,,2,"Summers, Joshua",,,,,
MECO,6303,0W1,,12,6,8,7,2,2,7,,,,,,,,,1,"Lewin, Peter","Kelly, Matthew L",,,,
MECO,6303,AW1,,19,4,1,,,,,,,,,1,,,,0,"Kiser, Stephen L",,,,,
MIS,6308,5U1,,6,,4,9,,4,,,,,,,,,,0,"Islam, Naser","Zhang, Haozhao",,,,
MIS,6313,5U1,,50,8,,2,2,1,1,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,
MIS,6313,GS1,,23,5,,1,2,,,,,,,,,,,0,"Wiant, Russell B",,,,,
MIS,6313,GS2,,10,6,4,,2,,2,,,,,,,,,1,"Wiant, Russell B",,,,,
MIS,6330,5U1,,1,9,5,3,,,,,,,,,,,,0,"Shroff, Tejas N","Chen, Luoying",,,,
MIS,6346,5U1,,9,10,4,,,,,,,,,,,,,0,"Perez, Jerry",,,,,
MIS,6356,5U1,,2,7,7,4,1,1,,,,,,,,,,0,"Chatterjee, Sourav","Banu, Arshiya",,,,
MIS,6380,0W1,,9,7,8,5,5,,2,,,,,,,,,1,"Bradbury, Judd D",,,,,
MIS,6382,5U1,,9,6,8,11,1,,2,,,,,,,,,0,"Neouchi, Rabih",,,,,
MKT,3300,0U1,2,8,4,3,1,2,1,1,,,,,3,,,,0,"Kasaian, Keyvan",,,,,
MKT,3300,0W1,,6,11,7,12,5,3,1,2,,,,,,,,1,"Pahwa, Parneet","Bagheri Tirtashi, Ali",,,,
MKT,3330,0U1,7,11,1,1,,,,1,1,,,,1,,,,0,"Gafford, Jerome M","Jameei Osgouei, Ata",,,,
MKT,4330,0W1,4,5,5,,5,6,3,5,,,,1,,,,,0,"Edsel, Alexander D",,,,,
MKT,4334,5U1,1,8,2,1,6,,3,1,,1,,,1,,,,0,"Pacyna, Sandra",,,,,
MKT,6301,0U1,,6,11,10,6,3,4,3,,,,,2,,,,0,"Bruce, Norris I","Bhave, Ashutosh C",,,,
MKT,6301,MBP,,14,2,8,11,4,,1,,,,,,,,,0,"Rajaratnam, Daniel",,,,,
MKT,6301,XS1,,25,3,1,,,,,,,,,,,,,0,"Albrecht, Maria",,,,,
MKT,6309,0U1,,4,4,4,3,1,,,,,,,,,,,1,"Rajaratnam, Daniel",,,,,
MKT,6321,0W1,,15,6,12,12,1,1,,,,,,,,,,0,"Edsel, Alexander D",,,,,
MKT,6332,0W1,,6,9,10,10,1,5,,,,,,1,,,,0,"Biswas, Abhijit","Nozari, Salar",,,,
MKT,6337,5U1,,2,,3,4,4,,,,,,,,,,,0,"Chatterjee, Sourav","Qian, Kun",,,,
MKT,6339,5U1,,5,3,5,5,1,,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,
MKT,6349,0U1,,11,5,9,3,,,2,,,,,,,,,0,"Tirone, Guido",,,,,
MKT,6352,0W1,,7,1,1,4,2,3,7,,,,,,,,,3,"Tirone, Guido",,,,,
MUSI,2319,091,2,4,1,,,,,,,,,,2,,,,1,"Durbin, Kelly",,,,,
MUSI,2322,0U1,13,,,,,,,,,,,,,,,,0,"Jones, Eric",,,,,
NSC,3361,0U1,2,5,9,6,3,4,7,1,1,,,,1,,,,1,"McWilliams, Steven P","Bryan, Caeley L",,,,
NSC,3361,0U2,2,6,3,2,8,5,5,2,2,,1,,5,,,,0,"Taylor, Anna M","Calderon, Debora R",,,,
NSC,4350,0U1,1,9,4,5,2,1,1,,1,,,,,,,,0,"Maqbool, Mohsin",,,,,
NSC,4351,0U1,18,7,1,1,3,,,,,,,,,,,,0,"Shareef, Safiullah M","West, Reyanne M",,,,
NSC,4352,0U1,4,8,5,3,4,2,3,,,,,,1,,,,0,"Raboune, Siham","Lenert, Melissa E",,,,
NSC,4353,1U1,1,1,3,2,,2,1,1,1,,,,1,,,,0,"McWilliams, Steven P",,,,,
NSC,4353,1U2,1,1,4,,,3,1,,1,,,2,,,,,1,"Taylor, Anna M","Garner, Katherine M","Rodriguez, Sierra R",,,
NSC,4353,1U3,1,6,5,1,1,,1,,,,,,,,,,0,"Raboune, Siham","Driskill, Christopher M",,,,
NSC,4354,0U1,2,4,,2,3,1,2,3,,,,,,,,,0,"Sultana, Rukhsana","Mei, Hao-Ruei",,,,
NSC,4356,0U1,,12,,,5,,,7,,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,
NSC,4363,0U1,,18,,,4,,,,,,,,1,,,,0,"Raboune, Siham","Yue, Lok Yiu","Tseng, Ching-Tzu",,,
NSC,4366,0U1,7,4,3,3,4,4,2,1,,,7,,5,,,,1,"Taylor, Anna M",,,,,
OB,6249,CW1,,18,,,,,,,,,,,,,,,0,"Latham, Van M",,,,,
OB,6301,0W1,,28,8,9,1,1,2,,,,,,1,,,,2,"Hasenhuttl, Maria","Guo, Nan",,,,
OB,6301,5U1,,11,12,5,5,3,1,2,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,
OB,6331,CH1,,11,,,2,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,
OB,6331,CW1,,15,1,,,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,
OB,6344,CW1,,29,6,4,,1,,1,,,,,,,,,0,"Norton, Larry",,,,,
OB,6348,CW1,,24,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6351,CW1,,16,1,1,,,,,,,,,,,,,0,"Norton, Larry",,,,,
OB,6352,CW1,,27,1,1,2,,,,,,,,,,,,0,"Norton, Larry",,,,,
OB,6382,CW1,,18,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,
OB,6384,CH1,,19,3,,,,,,,,,,,,,,0,"Honeycutt, James",,,,,
OB,6384,CW1,,21,4,3,1,,,,,,,,2,,,,0,"Honeycutt, James",,,,,
OBHR,3310,0U1,,19,8,11,5,3,2,1,,,,,,,,,0,"Hazzard, Charles F",,,,,
OBHR,3310,0U2,,6,4,8,4,1,2,2,,,1,,1,,,,0,"Hazzard, Charles F","Wang, Jiyu",,,,
OBHR,4300,0W1,18,10,9,4,1,,,1,,,,,,,,,1,"Edgington, Kyle D",,,,,
OBHR,4352,5U1,1,7,2,8,6,6,5,4,1,1,,,,,,,0,"Ritchey, Kemberly A",,,,,
OPRE,3310,0U1,6,11,7,25,7,3,1,,,,,,,,,,0,"Kim, Joohyun",,,,,
OPRE,3310,0U2,3,6,4,9,8,4,5,8,,,,,4,,,,5,"Vu, Duc D",,,,,
OPRE,3310,5U1,6,14,8,12,6,4,3,1,1,,1,,1,,,,2,"Kucukgul, Can",,,,,
OPRE,3333,5U1,15,11,9,6,10,5,5,3,,3,1,,1,,,,4,"Ahadi, Khatereh","Bu, Like",,,,
OPRE,3360,0U1,7,10,6,10,4,5,5,5,2,,1,,3,,,,1,"Manchiraju, Chandrasekhar Seetharama",,,,,
OPRE,3360,5U2,4,9,2,14,6,1,,1,,,,,,,,,2,"Gokcinar, Abdullah H",,,,,
OPRE,6301,0W1,,5,4,12,6,4,6,2,,,,,2,,,,1,"Leach, Sonia E","Shi, Lingling",,,,
OPRE,6301,5U1,,9,4,4,3,3,6,11,,,,,1,,,,1,"Ramezani, Rasoul","Farzaneh, Mohammad Amin",,,,
OPRE,6302,0W1,,19,7,10,5,6,3,2,,,,,,,,,0,"Dawande, Milind","Bu, Like",,,,
OPRE,6302,GS1,,2,4,4,5,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,
OPRE,6302,MBP,,19,11,8,2,1,,,,,,,,,,,0,"Subramoniam, Ramesh",,,,,
OPRE,6303,0W1,,7,2,3,2,2,,,,,,,,,,,2,"Sethi, Awanti",,,,,
OPRE,6332,5U1,,39,15,4,3,1,3,,,,,,1,,,,2,"Ramanathan, Kannan","Armaghan, Milad",,,,
PA,3379,0U1,18,2,,,,,,,,,1,,,,,,1,"Cline, Ravin R",,,,,
PA,3380,0W1,,20,,,7,,,4,,,,,3,,,,1,"Rabbi, Md. Fazle",,,,,
PA,4355,0U1,13,3,,2,,2,1,,1,,,,2,,,,2,"Hoang, Thanh T",,,,,
PA,6389,5U1,,19,4,1,3,1,,1,,,,,1,,,,1,"Stocks, Dhriti P",,,,,
PA,8330,HN1,,35,4,5,5,,,,,,,,,,,,0,"Shute, William H","Chin, Michelle L",,,,
PHIL,1301,051,,17,,3,15,,1,6,,,,,4,,,,1,"Amato, Lawrence A","Ghahari Kermani, Arash",,,,
PHIL,3328,091,2,2,6,,,,,,,,,,2,,,,0,"Dennis, Patrick W",,,,,
PHYS,1301,0U1,7,10,10,6,3,1,2,,4,1,1,2,3,,,,7,"Khan, Amena","Schussler, Joshua A","Jafarzadeh, Seyed Javad",,,
PHYS,1302,1U1,4,9,2,3,4,2,2,2,1,2,1,1,2,,,,1,"Sun, Kuei","Lai, Xuanying","Medina Varela, Leonel",,,
PHYS,1302,1U2,15,7,2,,1,,,,,,1,,,,,,1,"Malko, Anton V","Garcia Quintero, Cristhian J","Marder, Andrew A",,,
