Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
CE,2310,305,,,,,,,,,,,,,,,,,,18,"Ahmed, Shaheen",,,,,
CE,2310,1,1,7,6,,5,2,2,2,2,,3,,4,,,,,0,"Ahmed, Shaheen","Duraisamy Swamikannan, Lena","Ghaderi, Mohammad Hasan","Qi, Tianxi",,
CE,2310,501,1,,2,4,6,4,2,2,1,,6,,6,,,,,2,"Ahmed, Shaheen","Duraisamy Swamikannan, Lena","Ghaderi, Mohammad Hasan","Qi, Tianxi",,
CE,3161,91,1,2,1,7,2,1,,,,,,1,1,,,,,0,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
CE,3161,51,7,10,10,,1,1,,,,,,,,,,,,0,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
CE,3201,302,,,,,,,,,,,,,,,,,,11,"Nikoubin Boroujeni, Tooraj","Sankarraman, Sri Vignesh",,,,
CE,3201,2,1,10,5,1,2,,,,,,,,,,,,,1,"Nikoubin Boroujeni, Tooraj","Sankarraman, Sri Vignesh","Gao, Tianning","Parchamdar, Baharealsadat","Datta, Rajesh K",
CE,3201,1,3,20,4,2,,1,,,,,,,,,,,,0,"Nikoubin Boroujeni, Tooraj","Parchamdar, Baharealsadat","Sankarraman, Sri Vignesh","Gao, Tianning","Datta, Rajesh K",
CE,3202,1,,3,,,3,2,4,1,,,2,,,,,,,0,"Kiasaleh, Kamran","Ahmed, Shaheen","Apalak, Merve","Tayeb Naimi, Shideh",,
CE,3202,2,3,2,3,,3,5,2,1,2,,1,,2,,,,,0,"Ahmed, Shaheen","Apalak, Merve","Tayeb Naimi, Shideh",,,
CE,3301,2,1,10,,3,8,,3,4,3,,,,2,,,,,0,"Lee, Gil S","Kim, Eunjin",,,,
CE,3301,1,,4,,,3,,3,2,4,,,,2,,,,1,0,"Lee, Gil S","Kim, Eunjin",,,,
CE,3303,1,1,4,2,6,2,8,5,3,3,2,1,1,3,,,,,3,"Kehtarnavaz, Nasser","Alam, Lamia",,,,
CE,3310,2,5,6,2,2,7,,,,,,,,,,,,,0,"Frensley, William","Muraleedharan Sudha, Athul",,,,
CE,3311,3,1,5,2,1,3,3,3,1,,,,,,,,,,1,"Lee, Hoi","Muraleedharan Sudha, Athul",,,,
CE,3311,2,3,6,3,2,2,3,2,1,1,,1,,,,,,,0,"Liu, Jin","Han, Weijie",,,,
CE,3311,1,,,,,1,,2,3,1,3,,,,,,,,0,"Chiu, Yun","Olee, Shakil Mahmud",,,,
CE,3320,1,3,1,5,1,3,3,3,1,2,3,,1,2,,,,,0,"Khoobroo, Amir","Fowler, Aric",,,,
CE,3320,2,,2,6,6,3,3,4,4,2,,,,,,,,,0,"Khoobroo, Amir","Si, Qilin",,,,
CE,3345,6,3,1,1,2,,,2,1,,,,,,,,,,0,"Feng, Ranran",,,,,
CE,3354,502,2,2,1,1,1,,1,,1,,,,,,,,1,0,"Christiansen, Michael G",,,,,
CE,4202,1,,10,,,8,,,1,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F","Abbas, Farhat",,,
CE,4204,1,10,12,6,,1,,,1,,,,,,,,,,0,"Young, Chadwin D","Hossain Bhuiyan, Md Emran","Parvez, Mohammad Salman",,,
CE,4304,1,,6,4,6,1,2,2,1,,,,,,,,,,0,"Swartz, William P","Munia, Munawara Saiyara","Kim, Jeonghwan",,,
CE,4304,2,1,3,6,5,1,2,2,2,,,3,1,1,,,,,0,"Swartz, William P",,,,,
CE,4337,502,,3,,6,,4,1,,1,,,,,,,,,0,"Salazar, Elmer E","Wang, Guanghua",,,,
CE,4348,501,4,7,4,5,12,11,4,3,2,,1,1,,,,,,2,"Pathak, Jogen K","Vasireddy, Siva Sai Nagender",,,,
CE,4370,303,,,,,,,,,,,,,,,,,,11,"Pedram, Hossein",,,,,
CE,4370,305,,,,,,,,,,,,,,,,,,11,"Pedram, Hossein",,,,,
CE,4370,304,,,,,,,,,,,,,,,,,,12,"Pedram, Hossein",,,,,
CE,4370,306,,,,,,,,,,,,,,,,,,13,"Pedram, Hossein",,,,,
CE,4370,1,,,6,3,4,7,3,,1,,,,,,,,,0,"Pedram, Hossein",,,,,
CE,4370,2,,9,11,4,5,1,,4,,,1,,,,,,,1,"Pedram, Hossein",,,,,
CE,4388,1,,8,5,,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4388,2,,10,4,,,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,
CE,4389,1,2,6,2,,,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,
CE,4389,4,,6,6,3,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4389,5,1,11,1,,,,2,,,,,,,,,,,0,"Tacca, Marco","Skinner, Neal G",,,,
CE,4389,3,1,5,2,1,,,2,,1,,,,,,,,,0,"Skinner, Neal G",,,,,
CE,6301,1,,19,1,,,1,,,,,,,,,,,,0,"Swartz, William P",,,,,
CE,6302,303,,,,,,,,,,,,,,,,,,11,"Nikoubin Boroujeni, Tooraj",,,,,
CE,6302,302,,,,,,,,,,,,,,,,,,12,"Nikoubin Boroujeni, Tooraj",,,,,
CE,6302,1,,20,11,2,3,,,,,,,,,,,,,0,"Nikoubin Boroujeni, Tooraj","Fowler, Aric","Vasileiou, Christos",,,
CE,6303,1,,6,9,3,1,1,,,,,,,,,,,,0,"Nourani, Mehrdad","Kim, Jeonghwan",,,,
CE,6304,1,,7,7,4,,,,,,,,,1,,,,,0,"Basu, Kanad","Si, Qilin",,,,
CE,6306,1,,10,2,3,,1,,,,,,,,,,,,0,"Bhatia, Dinesh K","Zhou, Dian","Gao, Tianning",,,
CE,6308,1,,2,1,3,2,3,,,,,,,,,,,,0,"Bastani, Farokh B","Hatfield, Cody R",,,,
CGS,2301,HN1,4,5,2,2,1,2,1,,,,,,,,,,,0,"O'Toole, Alice J",,,,,
CGS,2301,0W2,51,12,5,4,1,4,,2,,1,,,12,,,,,1,"Hooge, Kimberley D",,,,,
CGS,2301,0W1,52,13,10,3,1,3,2,,2,,,,8,,,,,0,"Hooge, Kimberley D",,,,,
CGS,3342,501,,5,6,4,2,,,,,,,,,,,,,0,"Golden, Richard M","Sudheesh, Athul",,,,
CGS,3361,2,1,,1,,,,4,1,2,1,,,2,,,,,0,"Wig, Gagandeep S","Cortez, Jared I",,,,
CGS,3361,1,6,2,,2,2,1,,,1,,,,,,,,,0,"Roark, Dana A","Wong, Galston K",,,,
CGS,4320,1,3,2,,1,1,,1,,1,,,,,,,,,1,"Krawczyk, Daniel C",,,,,
CGS,4353,0W1,15,2,3,1,,,,,,,,,,,,,,0,"Orrick, Erika D",,,,,
CHEM,1111,101,2,5,8,4,3,3,1,1,,1,,,1,,,,,1,"Sra, Amandeep K","Martinez Garcia, Jonathan",,,,
CHEM,1111,105,1,5,6,3,1,3,1,2,2,,1,,4,,,,,1,"Qin, Yanping","Yamada, Kyohei",,,,
CHEM,1111,102,5,6,5,3,4,1,,,,1,1,,,,,,,2,"Sra, Amandeep K","Giri, Sachin",,,,
CHEM,1111,103,12,5,1,5,1,,,1,1,1,,,2,,,,,0,"Hashami, Zohreh","Giri, Sachin",,,,
CHEM,1111,104,8,5,2,4,,2,1,,1,1,,1,3,,,,,1,"Qin, Yanping","Yamada, Kyohei",,,,
CHEM,1112,101,9,9,4,3,2,1,,,,,1,,1,,,,,0,"Goux, Warren J","Becerra, Michelle T",,,,
CHEM,1112,102,11,8,4,2,,1,2,1,,1,,,,,,,,0,"Abeykoon, Nimali C","Mortensen, Marie L",,,,
CHEM,1112,103,16,1,5,2,1,,1,,,,,1,,,,,,3,"Abeykoon, Nimali C","Martil De La Garza, Mauricio G",,,,
CHEM,1112,104,15,6,4,,,1,,2,,,,,,,,,,2,"Goux, Warren J","Kim, Gyeongseo",,,,
CHEM,1112,105,15,5,4,3,,2,,,,,,,,,,,,1,"Qin, Yanping","Mortensen, Marie L",,,,
CHEM,1112,106,19,5,3,3,,,,,,,,,,,,,,0,"Qin, Yanping","Neal, Henry",,,,
CHEM,1112,107,19,4,3,2,2,,,,,,,,,,,,,0,"Hashami, Zohreh","Heidari, Sahar",,,,
CHEM,1112,108,15,6,1,2,1,3,,,,,,,1,,,,,1,"Hashami, Zohreh","Chatterjee, Shubham",,,,
CHEM,1112,109,18,5,1,2,2,2,,,,,,,,,,,,0,"Qin, Yanping","Darwin, Cary",,,,
CHEM,1112,110,16,11,1,1,,,,,,,1,,,,,,,0,"Anka, Fadwa H","Kumari, Ekanayake Mudiyanselage Ishara G",,,,
CHEM,1112,113,10,9,1,5,1,3,,,,,,,,,,,,1,"Abeykoon, Nimali C","Chatterjee, Shubham",,,,
CHEM,1112,116,13,7,3,1,3,1,1,,,,,,,,,,,1,"Goux, Warren J","Neal, Henry",,,,
CHEM,1112,117,9,10,3,2,1,2,,1,1,,,1,,,,,,0,"Goux, Warren J","Dissanayake Mudiyanselage, Upeksha Chathurangi Dissanayak",,,,
CHEM,1112,118,13,11,3,1,1,,,,,,,,,,,,,1,"Gavva, Sandhya R","Martil De La Garza, Mauricio G",,,,
CHEM,1112,119,17,8,1,,2,,,,,,1,,1,,,,,0,"Gavva, Sandhya R","Dissanayake Mudiyanselage, Upeksha Chathurangi Dissanayak",,,,
CHEM,1112,120,14,7,2,,1,3,1,,,,1,,1,,,,,0,"Anka, Fadwa H","Sepasi, Zahra",,,,
CHEM,1112,121,19,4,2,1,1,,1,,,,,,2,,,,,0,"Abeykoon, Nimali C","Darwin, Cary",,,,
CHEM,1112,122,13,8,5,,2,,,1,,,,,1,,,,,0,"Abeykoon, Nimali C","Polara, Sarthi",,,,
CHEM,1112,123,7,9,5,2,1,,,3,1,,,,1,,,,,1,"Panapitiya, Nimanka P","Kim, Gyeongseo",,,,
CHEM,1112,124,14,3,3,,3,1,,,1,1,,,1,,,,,3,"Qin, Yanping","Qasimi, Nazer Hossain",,,,
CHEM,1112,125,12,5,6,2,1,,1,,,,1,,2,,,,,0,"Qin, Yanping","Sunga, Sean Alec Lois B",,,,
CHEM,1112,127,12,9,3,4,1,,,,,,1,,,,,,,0,"Anka, Fadwa H","Sunga, Sean Alec Lois B",,,,
CHEM,1112,601,6,10,3,4,1,1,1,1,,,,,,,,,,0,"Sisk, Joshua R","Kumari, Ekanayake Mudiyanselage Ishara G",,,,
CHEM,1112,111,16,8,3,1,,,,,1,,,,,,,,,0,"Anka, Fadwa H","Thanabalasingam, Kulatheepan",,,,
CHEM,1112,112,8,10,2,3,2,,2,,,,,,2,,,,,0,"Goux, Warren J","Becerra, Michelle T",,,,
CHEM,1112,114,15,9,2,2,,,,,,1,,,,,,,,0,"Abeykoon, Nimali C","Polara, Sarthi",,,,
CHEM,1112,115,17,8,1,,1,1,1,,,,,,,,,,,0,"Qin, Yanping","Sepasi, Zahra",,,,
CHEM,1112,126,12,8,,3,1,1,,2,,,1,,1,,,,,0,"Anka, Fadwa H","Qasimi, Nazer Hossain",,,,
CHEM,1112,602,10,8,3,3,1,1,,1,,,,,2,,,,,0,"Sisk, Joshua R","Thanabalasingam, Kulatheepan",,,,
CHEM,1116,HN1,6,22,,,,,,,,,,,,,,,,0,"Sibert, John W",,,,,
CHEM,1311,1,30,8,7,11,19,19,13,10,20,13,15,10,45,,,,1,18,"Sra, Amandeep K","Kumari, Sneha",,,,
CHEM,1312,3,5,15,14,7,22,17,12,14,18,5,11,4,33,,,,,9,"Dieckmann, Gregg R",,,,,
CHEM,1312,5,4,8,4,14,21,16,11,20,26,10,3,7,34,,,,,8,"Abeykoon, Nimali C",,,,,
CHEM,1312,4,4,12,19,12,17,23,15,17,20,6,7,6,30,,,,,4,"Dieckmann, Gregg R",,,,,
CHEM,1312,1,17,25,11,11,19,17,13,16,23,8,4,5,20,,,,,6,"Taylor, Stephanie M",,,,,
CHEM,1312,2,13,34,17,23,15,27,10,14,12,7,5,4,14,,,,1,3,"Huang, Yu",,,,,
CHEM,1316,HN1,8,8,3,4,1,2,,2,,,,,,,,,,0,"Sibert, John W",,,,,
CHEM,2233,0W1,200,44,3,1,,,,,,,,,,,,,,2,"Wijenayake, Sumudu N","Panapitiya, Nimanka P",,,,
CHEM,2233,1,86,27,3,2,,,,,,,,,,,,,,2,"Cortes, Sergio",,,,,
CHEM,2233,3,89,28,11,3,,,,,,,,,,,,,,2,"Tran, Daniel N",,,,,
CHEM,2233,2,103,32,6,1,,,,,,,,,1,,,,,0,"Panapitiya, Nimanka P",,,,,
CHEM,2237,HN1,8,2,,,,,,,,,,,,,,,,0,"Thompson, Christina M","Al-Kharji, Noora M",,,,
CHEM,2323,1,10,11,1,5,5,4,1,1,12,8,4,,25,,,,1,4,"Novak, Bruce M","Beck, Erling",,,,
CHEM,2323,2,5,7,5,2,6,4,3,3,8,7,7,,32,,,,,8,"Novak, Bruce M",,,,,
CHEM,2324,1,12,15,8,2,5,3,2,3,,2,1,,,,,,,0,"Wijenayake, Sumudu N","Li, Baowen",,,,
CHEM,2325,2,26,37,10,14,11,12,10,9,5,6,2,,,,,,,3,"Tran, Daniel N",,,,,
CHEM,2325,3,30,39,9,19,12,13,10,1,3,1,1,,5,,,,,2,"Panapitiya, Nimanka P","Lumata, Jenica",,,,
CHEM,2325,4,8,24,11,14,13,12,21,6,10,7,9,7,2,,,,,1,"Ahn, Jung-Mo","Mihranyan, Andranik",,,,
CHEM,2325,5,4,8,9,9,4,8,6,13,5,8,8,,17,,,,,6,"Cortes, Sergio","Trashi, Orikeda",,,,
CHEM,2325,1,10,26,15,18,15,8,9,9,12,9,4,,5,,,,1,2,"Thompson, Christina M",,,,,
CHEM,2328,HN1,2,4,3,1,1,1,,,,,,,,,,,,0,"Biewer, Michael C","Popa, Marius S",,,,
CHEM,2401,2,1,3,,5,1,5,1,2,2,,,,,,,,,0,"Pantano, Paul","Borah, Kongkona",,,,
CHEM,2401,3,1,6,2,3,,1,1,,1,1,1,1,2,,,,,0,"Dissanayake, Dushanthi S","Umer, Arslan",,,,
CHEM,2401,4,1,1,3,3,3,3,3,1,1,,,,,,,,,0,"Pantano, Paul","Cahill, Marshall C",,,,
CHEM,3321,1,4,4,,3,4,5,3,6,2,,2,,6,,,,,0,"Nielsen, Steven O","Aranda, Aidely",,,,
CHEM,3322,1,26,14,,5,1,,2,2,,,,,5,,,,,1,"Cisneros, Gerardo A","Tran, Ly T",,,,
CHEM,3362,1,,2,2,,4,2,,1,1,,,,,,,,,0,"Candas, Mehmet","Reitzer, Lawrence J","Petter, Andrew T","Sunder Singh, Jacqulene Preethi","Soladogun, Adedamola S",
CHEM,3471,1,,7,,1,1,,,,1,,,,1,,,,,1,"Smaldone, Ronald A",,,,,
CHEM,3472,1,1,,1,2,,2,,1,1,,,1,4,,,,,0,"Qin, Yanping","Hasna Begam, Mohammed Nazar","Arche, Phillip Damien E","Arora, Niyati","Igie, Nosakhare F",
CHEM,3472,2,2,5,3,2,2,,,,,,,,,,,,,0,"Hashami, Zohreh","Arora, Niyati","Arche, Phillip Damien E","Igie, Nosakhare F","Hasna Begam, Mohammed Nazar",
CHEM,4335,1,1,4,2,4,3,5,1,1,1,,,,,,,,,0,"Ferraris, John P","Igie, Nosakhare F",,,,
CHEM,4473,1,1,7,3,1,2,,,,,,,,,,,,,0,"Huang, Yu","Beck, Erling","Hagge, Laurel M","Koirala, Shailendra","Mefferd, Branston E","Stelling, Allison"
CHEM,4473,2,1,,1,3,1,2,1,1,2,,2,,,,,,,0,"Goux, Warren J","Huang, Yu","Koirala, Shailendra","Beck, Erling","Mefferd, Branston E","Hagge, Laurel M"
CHEM,5310,1,,2,2,3,3,,,,,,,,,,,,,1,"Toher, Cormac","Aremu, Oluwakayode O",,,,
CHEM,6100,1,,,,,,,,,,,,,,105,,,,0,"Romiti, Filippo",,,,,
CHEM,6389,1,,4,13,1,,,,,,,,,,,,,,0,"Balkus, Kenneth J",,,,,
CHIN,1312,1,1,1,1,3,,1,1,,,,,1,1,,,,,0,"Ye, Lijing",,,,,
CHIN,2311,1,5,1,1,,,1,,2,,,,,,,,,,0,"Chen, Bei",,,,,
CHIN,2312,1,7,7,2,,,,1,2,,,,,,,,,,0,"Chen, Bei",,,,,
CLDP,2314,1,,2,1,2,1,,3,3,,,,,3,,,,,0,"Atchison, Kristin J","Brown, Tracy",,,,
CLDP,3303,1,,8,,3,11,,2,4,,,2,,1,,,,,4,"Maguire, Mandy J","Thomas, Abbey L",,,,
CLDP,3305,1,,71,,,15,,,1,,,,,1,,,,,2,"Touchstone, Emily W","Quintero-Flores, Natalie B",,,,
CLDP,3310,0W1,,14,,,,,,,,,,,,,,,,0,"Bonner, Deborah","Gholap, Neha P",,,,
CLDP,3332,1,4,6,9,4,5,,4,5,1,1,,,1,,,,,0,"Drew, Linda M","Whitley, Melia L",,,,
CLDP,3338,1,,5,2,3,4,3,3,1,1,1,,1,2,,,,,1,"Tang, Alva","Sierra, Francisco J",,,,
CLDP,3339,0H1,,5,2,1,5,1,1,3,,,3,,1,,,,,4,"Huxtable-Jester, Karen J","Macphail, Donald C",,,,
CLDP,3342,501,,26,5,4,5,2,1,,,,1,1,,,,,,0,"Bonner, Deborah","Gholap, Neha P",,,,
CLDP,3362,1,4,19,5,4,1,,3,2,,,,,2,,,,,3,"Atchison, Kristin J","Redig, Samantha L",,,,
CLDP,3394,0H1,,7,,,6,,,1,,,,,,,,,,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,
CLDP,3394,0H2,,4,,,7,,,3,,,,,1,,,,,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,
CLDP,4308,1,,15,,,8,,,2,,,2,,,,,,,0,"Touchstone, Emily W",,,,,
CLDP,4344,1,1,19,4,4,6,2,,,,,1,,,,,,,0,"Hunsley, Jana",,,,,
CLDP,4V90,1,,15,3,4,6,1,,3,,,,,1,,,,,0,"Hunsley, Jana",,,,,
COMD,5344,1,,9,,1,,,,,,,,,,,,,,0,"Klimkowski, Hillary E",,,,,
COMD,6221,1,,49,31,19,3,2,,,,,,,,,,,,0,"Shembel, Adrianna C",,,,,
COMD,6240,1,,59,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,
COMD,6307,1,,10,,,,,,,,,,,,,,,,0,"Maguire, Mandy J","Denicola-Prechtl, Kathleen M",,,,
COMD,6308,1,,27,,,2,,,,,,,,,,,,1,0,"Rich, Judith B",,,,,
COMD,6320,1,,30,,,2,,,,,,,,,,,,,0,"Smith, Irma E","Dean, Lucinda L",,,,
COMD,6377,1,,25,,,2,,,,,,,,,,,,,0,"Kenedi, A Helen I","Sale, Felicity F",,,,
COMD,6378,1,,78,,,1,,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,
COMD,7208,1,,18,,,,,,,,,,,,,,,,0,"Brown, Allison T",,,,,
COMD,7221,1,,54,,,4,,,,,,,,,,,,,0,"Carter, Jessica A",,,,,
COMD,7222,1,,63,,,3,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,
COMD,7301,501,,23,,,2,,,,,,,,,,,,,0,"Rich, Judith B",,,,,
COMD,7307,1,,32,,,2,,,,,,,,,,,,,0,"Kenedi, A Helen I",,,,,
COMD,7325,0W1,,19,5,6,,,,,,,,,,,,,,0,"Fowler, Stephanie L",,,,,
COMD,7336,1,,21,1,1,1,,1,,,,,,,,,,,0,"Rollins, Pamela R",,,,,
COMD,7384,501,,23,,,,,,,,,,,,,,,,0,"Lombardi, Christina L",,,,,
COMD,7V56,1,,13,5,3,1,,,,,,,,,,,,,0,"Kelly, Sarah A",,,,,
COMM,1311,2,,1,2,5,5,3,2,1,,2,,,2,,,,,1,"Baker, Barbara L",,,,,
COMM,1311,3,,3,9,3,3,1,1,,1,,,,1,,,,,2,"Baker, Barbara L",,,,,
COMM,1311,5,4,10,5,2,1,,,2,,,,,,,,,,0,"Arnold, Robert",,,,,
COMM,1311,6,3,9,6,3,2,,1,,,,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,1311,0H2,8,11,1,,,,1,2,,,,,1,,,,,0,"Davis, Letitia A",,,,,
COMM,1311,0H3,,11,5,2,1,3,,1,1,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0H4,6,7,4,3,1,,,,1,1,,,,,,,,1,"Templeton, Allison A",,,,,
COMM,1311,0H5,1,8,7,3,2,1,,2,,,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0W6,16,4,1,1,1,,,,,,,,1,,,,,0,"Vazzi, Lisa",,,,,
COMM,1311,4,2,6,8,1,3,1,,,,,,,,,,,,0,"Arnold, Robert",,,,,
COMM,1311,0W7,9,8,,1,,1,,,,,,,1,,,,,1,"Vazzi, Lisa",,,,,
COMM,1311,0W3,1,1,3,4,2,1,2,1,1,,,,4,,,,,2,"Williams, Alecia N",,,,,
COMM,1311,0W9,,,1,3,,3,,5,,,,,8,,,,,2,"Williams, Alecia N",,,,,
COMM,1311,0H1,6,8,1,2,1,1,,2,1,,,,,,,,,1,"Davis, Letitia A",,,,,
COMM,1311,0W1,1,13,3,2,2,,1,,,,1,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,1311,0W2,1,9,4,2,4,1,,1,,1,,,,,,,,0,"Templeton, Allison A",,,,,
COMM,1311,0W4,8,9,3,,2,,,,1,,,,,,,,,0,"Tanner, Lari J",,,,,
COMM,1311,0W5,10,5,3,,,2,,,,,,,1,,,,,2,"Tanner, Lari J",,,,,
COMM,1311,0W8,1,7,4,,2,3,,,1,,,1,3,,,,,1,"Nash, Michelle A",,,,,
COMM,1311,1,10,23,12,13,4,4,4,,1,3,,,3,,,,,2,"Totusek, Patricia F","Gregory, Mona Y","Nash, Michelle A",,,
COMM,1315,0H3,8,5,1,1,4,,1,2,,1,1,,,,,,,0,"Skiles, Bradley W",,,,,
COMM,1315,0H5,3,2,3,1,,4,2,,1,,,,2,,,,,6,"Aranda, Johnson",,,,,
COMM,1315,0H1,24,3,2,,,1,,,,,,,,,,,,0,"Saenz, Michael A",,,,,
COMM,1315,0W1,7,11,1,,1,1,,,,,,,,,,,,1,"Cannon, Charles",,,,,
COMM,1315,0H4,15,,2,2,,,1,2,,,,,,,,,,1,"Skiles, Bradley W",,,,,
COMM,1315,0H6,1,9,5,3,1,1,,,,1,,1,,,,,,1,"Sluder, Jeanne",,,,,
COMM,1315,0W2,10,7,4,1,1,,,,,,,,,,,,,0,"Cannon, Charles",,,,,
COMM,1315,0W3,,6,5,2,3,2,1,1,,,,,2,,,,,1,"Bromberg, Mike",,,,,
COMM,1315,0W4,,,,2,3,6,,2,1,2,1,,5,,,,,1,"Bromberg, Mike",,,,,
COMM,1315,0H2,19,6,,,1,,,,,,,,2,,,,,0,"Saenz, Michael A",,,,,
COMM,3340,1,3,9,2,1,,,,,1,,,,,,,,,0,"Totusek, Patricia F",,,,,
COMM,4305,0W1,1,7,7,3,,,1,,1,,,,1,,,,,0,"Schlobohm, Maribeth L",,,,,
COMM,4371,1,8,4,,,1,1,,1,2,1,,1,1,,,,,0,"King, Carie S",,,,,
CRIM,1301,0W1,,6,8,1,8,10,1,11,7,,2,3,6,,,,,2,"Harris, Michelle N","Puddy, Haley N",,,,
CRIM,1301,1,9,21,14,7,12,5,1,2,2,,1,,,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,1307,1,13,22,16,7,7,4,1,1,,,,,,,,,,1,"Hull, Kerrie Ann",,,,,
CRIM,1307,0W1,1,15,19,12,7,8,3,2,2,1,,1,4,,,,,2,"Manuel, Samantha A",,,,,
CRIM,2306,0W1,10,21,12,2,5,1,1,2,,,2,,3,,,,,0,"Geibler, Robert",,,,,
CRIM,2313,0W1,3,13,8,7,7,3,5,4,1,3,2,1,4,,,,,2,"Gordon, Quinn T",,,,,
CRIM,2316,1,16,5,3,2,2,,1,1,,,,,3,,,,,0,"Corey, Jessica",,,,,
CRIM,2317,0W1,34,9,,,3,,2,1,,,3,,4,,,,,1,"Rodriguez, Diana C",,,,,
CRIM,3300,0W1,4,32,13,4,11,1,4,,,,1,,3,,,,,0,"Worrall, John L","Puddy, Haley N",,,,
CRIM,3301,0W1,16,38,10,7,2,,,1,,,,,2,,,,,1,"Park, Yeonjae",,,,,
CRIM,3302,0W1,4,15,4,6,6,4,,3,,2,,1,6,,,,1,0,"Lee, Yeungjeom","Escobedo, Allison E",,,,
CRIM,3303,1,5,12,7,4,2,1,2,1,,,,,2,,,,,0,"Hamer, Karen",,,,,
CRIM,3304,1,,1,,,1,,2,2,3,,1,,,,,,,0,"Kovandzic, Tomislav V",,,,,
CRIM,3307,1,32,5,5,2,,1,,,,,,,1,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,3309,1,46,3,1,2,,,1,3,,,,,,,,,,3,"Wilds, Katherine M",,,,,
CRIM,3310,1,19,11,13,10,9,,1,,1,,,1,1,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,3312,1,2,1,1,3,8,7,3,5,1,2,2,1,,,,,,0,"Jacobs, Bruce A","Escobedo, Allison E",,,,
CRIM,3319,1,2,11,5,1,7,2,1,4,1,,3,,1,,,,,1,"Dore, Gaetan",,,,,
CRIM,3323,0W1,,4,12,10,15,6,8,10,2,2,3,,4,,,,,1,"Kovandzic, Tomislav V","Wang, Wenyi",,,,
CRIM,4311,0W1,4,4,14,4,3,2,3,,,,,,3,,,,,0,"Burton, Alexander","Hong, Sunmin",,,,
CRIM,4322,0H1,,4,9,8,4,1,5,2,1,1,2,,3,,,,,0,"Vieraitis, Lynne M","Van Blarcum, Lauren N",,,,
CRIM,4396,1,33,11,5,1,1,1,,,,,,,2,,,,,0,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,
CRIM,6308,1,,12,3,,,,,,,,,,,,,,,0,"Harris, Michelle N",,,,,
CRIM,6311,1,,5,1,2,2,,,,,,,,,,,,,2,"Vieraitis, Lynne M",,,,,
CRIM,6315,1,,8,1,,,,1,,,,,,,,,,,0,"Jacobs, Bruce A",,,,,
CRIM,7307,1,,8,5,,,,,,,,,,,,,,,0,"Krajewski, Andrew T",,,,,
CRIM,7315,1,,9,1,,,,,,,,,,,,,,,0,"Lee, Yeungjeom",,,,,
CRWT,2301,1,1,4,2,1,3,,,1,2,,,,,,,,,1,"Brazeal Garza, Lauren E",,,,,
CRWT,2301,2,6,,4,1,2,1,,,,,,,,,,,,1,"Momeniabdolabadi, Bahareh",,,,,
CRWT,2301,3,9,2,,,,,,,1,,,,,,,,,0,"Baker, Matthew W",,,,,
CRWT,2301,501,1,4,1,,1,1,1,,,,1,,1,,,,,1,"Brazeal Garza, Lauren E",,,,,
CRWT,2301,4,10,2,1,1,,,,,,,,,,,,,,0,"Baker, Matthew W",,,,,
CRWT,2301,5,4,3,,,2,,,1,,,,,4,,,,,0,"Momeniabdolabadi, Bahareh",,,,,
CRWT,3306,1,6,5,3,,,,,,,,,,,,,,,0,"Martinez, Manuel L",,,,,
CRWT,3306,2,10,1,2,,,,,,,,,,,,,,,1,"Munoz-Hunt, Toni",,,,,
CRWT,3308,501,1,3,9,3,1,,1,,,,,,,,,,,0,"Hepola, Sarah",,,,,
CRWT,3330,501,,,3,4,1,,,,,,,,2,,,,,3,"Vincent, Shelby D",,,,,
CRWT,3351,501,7,8,,,,,,,,,,,,,,,,0,"Faizullah, Tarfia",,,,,
CRWT,3354,1,,11,1,2,,,,,,,,,1,,,,,0,"Goldberg, Paula",,,,,
CRWT,4307,1,11,1,3,,,,,,,,,,,,,,,0,"Ogbaa, Maurine",,,,,
CRWT,4355,501,,11,2,1,1,,,,,,,,,,,,,0,"Goldberg, Paula",,,,,
