Subject,"Catalog Number",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BUAN,6337,0W1,,9,3,9,8,5,,2,,,,,,,,,,1,"Subramanian, Upender","Saremi, Ehsan",,,,
BUAN,6337,501,,4,13,3,3,,,,,,,,,,,,,1,"Kim, Tongil","Kim, Seung Mok",,,,
BUAN,6337,SS1,,7,6,14,12,4,1,,,,,,,,,,,0,"Tehrani, Shervin S",,,,,
BUAN,6337,SW1,,2,3,2,4,2,,,,,,,,,,,,0,"Subramanian, Upender","Saremi, Ehsan",,,,
BUAN,6340,501,,10,6,6,2,,,,,,,,,,,,,1,"Meng, Zixuan","Chakravarthy, Arul M",,,,
BUAN,6341,001,,10,16,1,4,3,,1,,,,,2,,,,,0,"Sohaee, Nassim","Jagdale, Akanksha Dinesh",,,,
BUAN,6341,002,,8,6,2,5,3,,2,,,,,1,,,,,0,"Sohaee, Nassim","Jagdale, Akanksha Dinesh",,,,
BUAN,6341,SS1,,6,5,7,2,2,2,,,,,,,,,,,0,"Singh, Harpreet",,,,,
BUAN,6342,501,,4,5,4,5,1,2,,,,,,,,,,,1,"Singh, Harpreet","Cai, Shuzhang",,,,
BUAN,6346,0W1,,7,9,2,6,,,,,,,,,,,,,0,"Perez, Jerry","Jagdale, Akanksha Dinesh",,,,
BUAN,6346,501,,23,,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Deshpande, Aditi Rajesh",,,,
BUAN,6346,SS2,,7,7,5,4,,,,,,,,,,,,,0,"Perez, Jerry",,,,,
BUAN,6346,SW1,,,9,1,2,,,,,,,,,,,,,0,"Perez, Jerry",,,,,
BUAN,6356,001,,9,38,12,10,2,,3,,,,,,,,,,0,"Parker, Jason A","Tuteja, Dhruv K",,,,
BUAN,6356,002,,8,10,5,14,6,5,,,,,,1,,,,,0,"Shrivastava, Prakash C","Boda, Sathvik",,,,
BUAN,6356,003,,13,33,13,7,3,,,,,,,,,,,,2,"Parker, Jason A","Tuteja, Dhruv K",,,,
BUAN,6356,004,,18,18,4,4,2,,,,,,,,,,,,1,"Zhang, Zhe","Kunder, Neema B",,,,
BUAN,6356,005,,11,9,10,7,1,4,4,,,,,1,,,,,0,"Thouin, Mark","Kunder, Neema B",,,,
BUAN,6356,006,,18,13,4,2,,,,,,,,,,,,,0,"Zhang, Zhe","Kunder, Neema B",,,,
BUAN,6356,007,,11,11,6,8,4,7,,,,,,,,,,,0,"Shrivastava, Prakash C","Boda, Sathvik",,,,
BUAN,6356,0W1,,8,14,4,,1,,1,,,,,,,,,,3,"Parker, Jason A","Tuteja, Dhruv K","Mehta, Dhairya Nilesh",,,
BUAN,6356,501,,9,22,18,4,1,1,2,,,,,,,,,,1,"Parker, Jason A","Tuteja, Dhruv K",,,,
BUAN,6356,SS1,,9,33,7,3,1,1,1,,,,,2,,,,,0,"Parker, Jason A","Mehta, Dhairya Nilesh",,,,
BUAN,6356,SW1,,2,4,1,2,,1,1,,,,,,,,,,1,"Parker, Jason A","Mehta, Dhairya Nilesh",,,,
BUAN,6359,001,,16,15,,5,6,3,3,,,,,2,,,,,0,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,
BUAN,6359,003,,25,5,11,5,6,6,3,,,,,2,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,
BUAN,6359,004,,13,13,6,9,8,1,2,,,,,1,,,,,1,"Toptal, Aysegul","Baswe, Vaishnav S",,,,
BUAN,6359,005,,16,10,7,11,8,8,3,,,,,3,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,
BUAN,6359,006,,19,13,14,13,6,,,,,,,,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,
BUAN,6359,007,,7,6,2,5,4,4,7,,,,,9,,,,,1,"Ramezani, Rasoul","Pendyala, Meghana",,,,
BUAN,6359,0W1,,14,2,11,5,6,1,1,,,,,3,,,,,4,"Brussolo, Monica E","Pendyala, Meghana","Shi, Lingling",,,
BUAN,6359,501,,13,1,3,5,9,9,4,,,,,4,,,,,1,"Ramezani, Rasoul","Pendyala, Meghana",,,,
BUAN,6359,SS1,,20,8,7,10,3,5,1,,,,,2,,,,,1,"Brussolo, Monica E",,,,,
BUAN,6359,SW1,,6,4,5,2,1,2,,,,,,3,,,,,4,"Sethi, Awanti","Sinha, Shalaka",,,,
BUAN,6382,001,,1,4,1,2,1,1,,,,,,,,,,,0,"Singh, Harpreet","Cai, Shuzhang",,,,
BUAN,6385,001,,10,2,2,5,3,1,4,,,,,2,,,,,1,"Shekhar, Gaurav","Banu, Arshiya",,,,
BUAN,6392,001,,3,3,5,,,,,,,,,,,,,,0,"Mehra, Amit","Chen, Luoying",,,,
BUAN,6398,002,,22,1,7,6,,,1,,,,,,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,
BUAN,6398,003,,10,,1,5,,,1,,,,,,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,
BUAN,6398,0W1,,14,,2,7,1,3,4,,,,,,,,,,1,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,
BUAN,6398,501,,18,,5,7,,2,3,,,,,,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,
CE,1100,001,1,5,5,1,2,4,,1,1,,,1,2,,,,,0,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
CE,1100,002,4,16,10,2,10,1,,4,,,1,,,,,,,0,"Florence, James M","Sonawane, Akshay Bhagwan","Luo, Ziyang","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
CE,1100,003,3,19,5,2,3,,,1,,,2,,,,,,,3,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
CE,1202,001,5,2,2,6,2,2,2,6,2,6,4,1,8,,,,,4,"Cogan, Diana L",,,,,
CE,2305,003,2,4,1,,1,1,1,1,1,,1,1,1,,,,,0,"Willson, James K",,,,,
CE,2305,503,1,13,1,1,1,,,,,,,,,,,,,0,"Farage, Timothy P",,,,,
CE,2310,001,2,1,3,2,,2,2,5,1,,2,,8,,,,,1,"Cogan, Diana L","Weng, Bang-Li","Munia, Munawara Saiyara","Pawaskar, Vaibhav Uttam",,
CE,2310,501,,4,3,1,1,,,,2,,,,3,,,,,3,"Zhou, Dian","Wang, Yifan","Luo, Ziyang",,,
CE,3161,051,4,12,4,4,3,1,,1,,,,,,,,,,0,"Mezenner, Rabah",,,,,
CE,3161,091,2,4,1,7,8,2,3,1,2,,3,1,2,,,,,0,"Mezenner, Rabah",,,,,
CE,3201,001,4,18,2,5,,1,,,,,,,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat"
CE,3201,002,,9,4,2,3,1,,1,,,2,,,,,,,0,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat"
CE,3202,002,,12,,2,7,,1,2,,,2,,,,,,,1,"Overzet, Lawrence","Nikfarjam, Hamed","Abousaba, Mohammad F",,,
CE,3202,003,,3,,4,6,4,,,,,,,,,,,,1,"Kiasaleh, Kamran","Apalak, Merve","Alam, Lamia",,,
CE,3301,001,,3,,1,,2,1,1,,,,,2,,,,,0,"Lee, Gil S","Xiong, Jiu",,,,
CE,3301,002,1,8,,2,,,2,1,,2,,,,,,,,1,"Fahimi, Babak","Movahed Mohammadi, Seyed Ehsan",,,,
CE,3301,003,,7,,1,,2,,,2,,,,1,,,,,1,"Friedman, Joseph S","Edwards, Alexander J",,,,
CE,3303,001,2,3,4,4,5,6,4,6,6,3,2,1,2,,,,,5,"Kehtarnavaz, Nasser","Ni, Aoxin",,,,
CE,3310,001,,10,1,4,4,4,4,2,1,,1,,1,,,,,0,"Tinker, Mark T","Parvez, Mohammad Salman",,,,
CE,3310,002,2,2,,,4,6,3,4,1,,,,2,,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,
CE,3311,001,2,4,2,4,,3,1,2,,,1,3,,,,,,0,"Ahmed, Shaheen","Han, Weijie",,,,
CE,3320,001,,3,,6,1,1,1,2,,,1,,1,,,,,1,"Bhatia, Dinesh","Sears, Mark R",,,,
CE,3320,002,1,9,1,4,,,1,,1,,,,1,,,,,0,"Basu, Kanad","Kundu, Shamik",,,,
CE,3320,003,2,7,1,,3,1,,1,,,3,,,,,,,1,"Nikoubin, Tooraj","Datta, Rajesh K",,,,
CE,4201,001,,35,7,,,,,,,,,,,,,,,0,"Tamil, Lakshman","Tiryaki, Erhan",,,,
CE,4202,001,,12,,,2,,,,,,,,1,,,,,0,"Henderson, Rashaunda M","Datta, Rajesh K","Tiryaki, Erhan",,,
CE,4304,001,,2,2,1,2,4,1,1,1,1,,1,1,,,,,0,"Pitz, Jeanne","Wang, Zhen",,,,
CE,4304,501,,5,7,10,7,8,2,1,1,,,,1,,,,,0,"Pitz, Jeanne","Wang, Jianda","Wang, Zhen",,,
CE,4337,502,,4,1,1,1,1,1,1,1,,,,2,,,,,0,"Salazar, Elmer E","Irtiza, Saquib","Lee, Yi-Hui",,,
CE,4348,501,,4,7,5,4,4,6,4,4,1,2,1,7,,,,,0,"Goodrum, Richard A",,,,,
CE,4370,001,5,19,,,9,,,,,,,,1,,,,,0,"Swartz, William P","Raghavendra, Shruthi",,,,
CE,4388,001,,19,1,2,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4388,002,,24,1,,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4388,003,,8,1,1,,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,
CE,4389,001,1,3,2,2,1,1,,1,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4389,002,4,4,1,4,4,,,3,,,,,,,,,,0,"Tacca, Marco",,,,,
CE,4390,002,,3,4,4,,,,,,,,,,,,,,0,"Farago, Andras","Li, Congzhou",,,,
CE,4390,003,,1,1,1,1,,3,4,,,,,1,,,,,0,"Solanki, Nidhiben M","Wang, Chengen",,,,
CE,4390,501,,,,1,1,,1,5,3,,,,1,,,,,0,"Gupta, Neeraj K","Liu, Dongpeng",,,,
CE,4390,502,,3,3,4,,1,1,1,,,,,,,,,,0,"Solanki, Nidhiben M","Wang, Chengen","Li, Shuo",,,
CE,6301,001,,19,,,,,,,,,,,,,,,,0,"Swartz, William P","Thiagarajan, Shiva Shankar",,,,
CE,6302,301,,9,2,1,1,,,1,,,,,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Zeng, Xiaoming",,,
CE,6303,001,,1,1,2,3,1,,2,,,,,,,,,,0,"Nourani, Mehrdad","Thiagarajan, Shiva Shankar",,,,
CE,6304,001,,5,18,9,,,,,,,,,,,,,,3,"Carrion Schaefer, Benjamin","Rashid, Md Imtiaz",,,,
CE,6306,001,,8,,3,,,2,,,,,,2,,,,,0,"Zhou, Dian","Wang, Yifan",,,,
CE,6325,001,,2,5,7,9,10,,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Xu, Xiangyu",,,
CGS,2301,001,17,9,4,10,7,7,3,7,9,,2,,5,,,,,15,"O'Toole, Alice J","Heard, Matthew J",,,,
CGS,3361,001,4,4,,3,1,,,,,,,,,,,,,0,"Roark, Dana A","Winter-Nelson, Ezra",,,,
CGS,3361,0W1,3,1,1,1,1,1,,,,1,,1,1,,,,,0,"Seaman, Kendra L","Garza, Christopher R",,,,
CGS,4314,0W1,2,6,1,3,6,,,1,1,,,,2,,,,,1,"Golden, Richard","Malaiya, Ritesh K",,,,
CGS,4352,0W1,15,1,2,,,,,,,,,,,,,,,0,"Orrick, Erika D",,,,,
CGS,4359,501,,6,,,,,,4,,,,,,,,,,0,"Rypma, Bart P","Abdelkarim, Dema H",,,,
CHEM,1111,101,12,4,5,4,3,1,,,,,,,1,,,,,0,"Dissanayake, Dushanthi S","Mihranyan, Andranik",,,,
CHEM,1111,102,12,3,5,5,,1,,2,,,,2,,,,,,0,"Dissanayake, Dushanthi S","Giri, Sachin",,,,
CHEM,1111,103,9,6,3,3,2,1,,1,1,,,,1,,,,,1,"Qin, Yanping","Tran, Ly T",,,,
CHEM,1111,104,11,9,3,3,,1,1,1,,,,,1,,,,,0,"Huang, Yu","Saleh, Mohammad S",,,,
CHEM,1111,105,3,9,2,3,6,4,1,,,,1,,1,,,,,0,"Huang, Yu","Yamada, Kyohei",,,,
CHEM,1111,106,12,4,4,1,3,1,,1,1,1,,,1,,,,,1,"Gavva, Sandhya R","Montalvillo, Fernando",,,,
CHEM,1111,107,8,8,2,3,4,,,,,,,,4,,,,,1,"Panangala, Samitha D","Hasna Begam, Mohammed Nazar",,,,
CHEM,1111,108,3,7,6,1,5,1,1,1,1,,1,,2,,,,,1,"Panangala, Samitha D","Tran, Ly T",,,,
CHEM,1111,109,1,4,3,4,4,2,1,2,2,,2,2,3,,,,,0,"Jaggi, Neelam","Umer, Arslan",,,,
CHEM,1111,110,1,4,7,,3,4,1,,1,,,1,6,,,,,2,"Jaggi, Neelam","Martinez Garcia, Jonathan",,,,
CHEM,1111,111,7,6,6,3,1,1,,,,1,,,5,,,,,0,"Huang, Yu","Al-Kharji, Noora M",,,,
CHEM,1111,112,5,6,6,2,4,2,1,1,1,,1,,1,,,,,0,"Huang, Yu","Tran, Ly T",,,,
CHEM,1111,113,9,7,3,1,2,,1,,,,,,5,,,,,2,"Abeykoon, Nimali C","Kumari, Sneha",,,,
CHEM,1111,114,15,6,2,2,1,,,,,,1,2,1,,,,,0,"Qin, Yanping","Heidari, Sahar",,,,
CHEM,1111,115,20,3,1,1,3,,1,,1,,,,,,,,,0,"Anka, Fadwa H","Johnson, Rebecca M",,,,
CHEM,1111,116,16,9,1,1,,,,,,1,,1,1,,,,,0,"Anka, Fadwa H","Kassees, Kara J",,,,
CHEM,1111,117,22,5,1,1,,,,,,,,,,,,,,1,"Abeykoon, Nimali C","Kumari, Sneha",,,,
CHEM,1111,118,1,5,7,6,1,2,1,1,1,1,,1,2,,,,,1,"Gavva, Sandhya R","Hasna Begam, Mohammed Nazar",,,,
CHEM,1111,119,10,11,1,3,2,,1,,1,,,,,,,,,1,"Qin, Yanping","Flores, Cassandra",,,,
CHEM,1111,120,11,6,4,,2,,1,1,1,1,,,3,,,,,0,"Qin, Yanping","Trashi, Ikeda",,,,
CHEM,1111,121,20,3,4,,1,1,,1,,,,,,,,,,0,"Gavva, Sandhya R","Kassees, Kara J",,,,
CHEM,1111,122,19,1,2,,1,3,1,,,,,,2,,,,,1,"Gavva, Sandhya R","Polara, Himanshu S",,,,
CHEM,1111,123,9,9,3,,3,,,2,1,,,,,,,,,3,"Huang, Yu","Chen, Chia Yuan",,,,
CHEM,1111,124,1,13,2,3,3,1,1,2,,1,,,3,,,,,0,"Huang, Yu","Yamada, Kyohei",,,,
CHEM,1111,125,10,5,4,,2,2,,,,3,,1,,,,,,3,"Gavva, Sandhya R","Gull, Humera",,,,
CHEM,1111,126,3,3,5,,4,2,3,,2,,,1,6,,,,,1,"Jaggi, Neelam","Heidari, Sahar",,,,
CHEM,1111,127,17,4,3,2,2,,,1,,,,,,,,,,1,"Sra, Amandeep K","Al-Kharji, Noora M",,,,
CHEM,1111,128,4,7,8,3,2,2,,,,,1,,1,,,,,2,"Sra, Amandeep K","Babanyinah, Godwin K",,,,
CHEM,1111,130,3,6,3,4,2,,1,2,2,,,1,3,,,,,2,"Gavva, Sandhya R","Montalvillo, Fernando",,,,
CHEM,1111,133,16,6,1,3,2,,,,,,,,,,,,,2,"Anka, Fadwa H","Polara, Himanshu S",,,,
CHEM,1111,134,13,7,5,,,,,,,1,1,,3,,,,,0,"Anka, Fadwa H","Chen, Chia Yuan",,,,
CHEM,1111,135,16,3,2,1,1,2,2,,,,,,3,,,,,0,"Qin, Yanping","Kassees, Kara J",,,,
CHEM,1111,136,11,3,4,2,4,2,1,2,,,,1,,,,,,0,"Dissanayake, Dushanthi S","Hasna Begam, Mohammed Nazar",,,,
CHEM,1111,137,15,7,2,,2,,,1,1,,,1,,,,,,1,"Dissanayake, Dushanthi S","Saleh, Mohammad S",,,,
CHEM,1111,138,13,5,1,3,1,2,,2,,,,,2,,,,,1,"Qin, Yanping","Trashi, Ikeda",,,,
CHEM,1111,139,4,5,,3,3,1,,,,2,,,9,,,,,3,"Panangala, Samitha D","Umer, Arslan",,,,
CHEM,1111,140,5,5,5,2,2,3,,1,2,,,2,,,,,,2,"Jaggi, Neelam","Bonnand, Evan F",,,,
CHEM,1111,141,4,5,5,1,5,,2,,2,1,1,,2,,,,,1,"Tripathi, Kiran","Yamada, Kyohei",,,,
CHEM,1111,142,7,7,3,2,2,,2,1,1,1,,1,,,,,,3,"Tripathi, Kiran","Flores, Cassandra",,,,
CHEM,1111,143,6,5,,2,1,,2,1,,1,1,1,4,,,,,2,"Dissanayake, Dushanthi S","Gull, Humera",,,,
CHEM,1111,144,5,2,3,3,1,1,2,2,2,,,,7,,,,,2,"Dissanayake, Dushanthi S","Bonnand, Evan F",,,,
CHEM,1111,146,2,2,1,3,5,1,1,1,,1,,3,5,,,,,2,"Dissanayake, Dushanthi S","Babanyinah, Godwin K",,,,
CHEM,1111,147,1,6,3,,1,,1,2,1,,1,,8,,,,,1,"Dissanayake, Dushanthi S","Heidari, Sahar",,,,
CHEM,1111,150,7,7,4,1,2,,,,,,,1,4,,,,,3,"Qin, Yanping","Babanyinah, Godwin K",,,,
CHEM,1111,151,16,3,5,2,,1,,,,,,,2,,,,,1,"Gavva, Sandhya R","Al-Kharji, Noora M",,,,
CHEM,1111,601,5,4,5,2,3,,,1,,2,1,1,6,,,,,0,"Sisk, Joshua R","Trashi, Ikeda",,,,
CHEM,1111,602,1,4,3,3,3,3,3,1,,1,,,6,,,,,2,"Sisk, Joshua R","Bonnand, Evan F",,,,
CHEM,1111,605,5,9,3,3,3,1,,,1,,,,4,,,,,1,"Sisk, Joshua R","Kumari, Sneha",,,,
CHEM,1111,607,4,8,5,,1,2,1,,2,,,2,3,,,,,2,"Sisk, Joshua R","Martinez Garcia, Jonathan",,,,
CHEM,1111,609,8,5,2,1,1,1,,1,2,1,,1,2,,,,,1,"Hashami, Zohreh","Giri, Sachin",,,,
CHEM,1111,612,8,2,,1,2,3,,2,,,3,1,6,,,,,2,"Hashami, Zohreh","Saleh, Mohammad S",,,,
CHEM,1112,101,5,2,1,3,1,2,,3,1,,,1,8,,,,,3,"Anka, Fadwa H","Johnson, Rebecca M",,,,
CHEM,1112,102,4,2,4,3,,1,2,1,2,,1,1,3,,,,,5,"Qin, Yanping","Mihranyan, Andranik",,,,
CHEM,1112,103,8,3,5,1,1,1,3,,1,1,,2,2,,,,,2,"Panangala, Samitha D","Johnson, Rebecca M",,,,
CHEM,1112,104,3,,3,,1,,1,,,1,,1,5,,,,,2,"Abeykoon, Nimali C","Polara, Himanshu S",,,,
CHEM,1112,105,8,6,1,2,3,1,1,,,,,,4,,,,,4,"Abeykoon, Nimali C","Gamage, Madujika A",,,,
CHEM,1112,106,7,2,3,3,1,2,1,1,,,,3,4,,,,,3,"Anka, Fadwa H","Gamage, Madujika A",,,,
CHEM,1112,601,2,3,,1,2,2,1,1,1,,1,1,2,,,,,3,"Panangala, Samitha D","Gull, Humera",,,,
CHEM,1112,602,2,4,1,3,,1,2,1,1,,1,,4,,,,,4,"Panangala, Samitha D","Gamage, Madujika A",,,,
CHEM,1115,HN1,,30,,,,,,,,,,,,,,,,0,"Sibert, John W",,,,,
CHEM,1311,001,6,20,13,8,17,11,10,16,14,1,5,2,13,,,,,3,"Taylor, Stephanie M","Alexander, Shevon",,,,
CHEM,1311,002,14,43,24,31,32,30,15,15,11,6,2,1,7,,,,,9,"Taylor, Stephanie M","Alexander, Shevon",,,,
CHEM,1311,003,8,20,21,17,25,19,17,29,13,4,6,3,32,,,,,18,"Sibert, John W",,,,,
CHEM,1311,004,7,36,17,24,26,28,17,16,22,5,8,1,23,,,,,8,"Dieckmann, Gregg",,,,,
CHEM,1311,005,5,35,23,25,29,21,16,11,24,5,11,2,20,,,,,11,"Dieckmann, Gregg",,,,,
CHEM,1311,006,2,9,11,6,16,8,10,8,8,3,1,3,8,,,,,5,"Abeykoon, Nimali C",,,,,
CHEM,1311,007,7,7,7,7,11,19,5,6,13,,2,1,12,,,,,1,"Abeykoon, Nimali C",,,,,
CHEM,1311,008,9,34,34,20,29,27,17,16,17,3,8,3,14,,,,,7,"Hashami, Zohreh",,,,,
CHEM,1312,001,9,18,9,4,7,10,17,21,9,13,26,,91,,,,,44,"Huang, Yu","Rifat, Samia",,,,
CHEM,1315,HN1,3,15,6,3,3,,,,,,,,,,,,,0,"Sibert, John W",,,,,
CHEM,2123,101,20,2,1,,,,2,,,,,,,,,,,1,"Wijenayake, Sumudu N","Shah, Shailesh N","Mefferd, Branston E","Panapitiya, Nimanka P",,
CHEM,2123,102,13,,1,,1,,,,,,,,1,,,,,2,"Wijenayake, Sumudu N","Shah, Shailesh N","Brown, Monet R",,,
CHEM,2123,104,30,,,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Shah, Shailesh N","Mefferd, Branston E",,,
CHEM,2123,105,26,1,,3,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Shah, Shailesh N","Brown, Monet R",,,
CHEM,2123,106,26,4,,,,,,,,,,,,,,,,0,"Tran, Daniel N","Shah, Shailesh N","Li, Baowen",,,
CHEM,2123,107,26,2,,1,1,,,,,,,,,,,,,0,"Tran, Daniel N","Shah, Shailesh N","Lalami, Ismail",,,
CHEM,2123,108,27,1,1,,,,,,,1,,,,,,,,0,"Cortes, Sergio J","Shah, Shailesh N","Kikumoto Dias, Juliana",,,
CHEM,2123,109,28,1,1,,,,,,,,,,,,,,,0,"Cortes, Sergio J","Shah, Shailesh N","Shrivastava, Ashutosh",,,
CHEM,2123,110,21,,,1,,,,,,,,,,,,,,1,"Wijenayake, Sumudu N","Shah, Shailesh N","Trashi, Orikeda",,,
CHEM,2123,111,12,,,,,1,,,,,,,,,,,,2,"Wijenayake, Sumudu N","Shah, Shailesh N","Ehrman, Ryanne N",,,
CHEM,2123,113,27,1,1,,,,,,,,,,,,,,,0,"Lumata, Jenica","Shah, Shailesh N","Elmore, Scott T",,,
CHEM,2123,114,28,1,,,,,,,,,,,1,,,,,0,"Lumata, Jenica","Shah, Shailesh N","Ehrman, Ryanne N",,,
CHEM,2123,115,16,1,,,,,,,,,,,1,,,,,1,"Panapitiya, Nimanka P","Shah, Shailesh N","Parra, Aaron",,,
CHEM,2123,116,9,5,,,,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Shah, Shailesh N","Brown, Monet R","Trashi, Orikeda",,
CHEM,2123,118,23,3,1,1,,,,,,,,,,,,,,2,"Panapitiya, Nimanka P","Shah, Shailesh N","Parra, Aaron",,,
CHEM,2123,119,26,,1,,,,1,1,,,,,1,,,,,0,"Panapitiya, Nimanka P","Shah, Shailesh N","Koirala, Shailendra","Dubrovina, Anastasiia","Trashi, Orikeda","Kumari, Ekanayake Mudiyanselage Ishara G"
CHEM,2123,120,29,,1,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Shah, Shailesh N","Li, Baowen",,,
CHEM,2123,121,29,,,,,,,,,,,,,,,,,0,"Wijenayake, Sumudu N","Shah, Shailesh N","Dias, Prabavi Shayana",,,
CHEM,2123,122,27,,,1,,,,,,,,,1,,,,,1,"Hoang, David T","Shah, Shailesh N","Lalami, Ismail",,,
CHEM,2123,123,27,1,1,,,1,,,,,,,,,,,,0,"Hoang, David T","Shah, Shailesh N","Dias, Prabavi Shayana",,,
CHEM,2123,124,18,,1,,,,,,,,,,,,,,,0,"Panapitiya, Nimanka P","Shah, Shailesh N","Ben David, Ayala",,,
CHEM,2123,125,8,,1,1,2,,,,,,,,1,,,,,0,"Panapitiya, Nimanka P","Shah, Shailesh N","Ben David, Ayala","Kumari, Ekanayake Mudiyanselage Ishara G",,
CHEM,2123,126,16,3,1,1,,1,,,,,,,1,,,,,0,"Panapitiya, Nimanka P","Shah, Shailesh N","Ben David, Ayala",,,
CHEM,2123,601,25,1,,,,,,,,,,,,,,,,1,"Jaggi, Neelam","Shah, Shailesh N","Howlett, Thomas S",,,
CHEM,2123,602,20,1,2,,,1,,,,,,,,,,,,1,"Jaggi, Neelam","Shah, Shailesh N","Brown, Monet R",,,
CHEM,2123,604,18,1,,,1,,,1,,,1,,2,,,,,1,"Cortes, Sergio J","Shah, Shailesh N","Howlett, Thomas S",,,
CHEM,2123,605,15,1,1,,,,,,,,,,1,,,,,0,"Cortes, Sergio J","Shah, Shailesh N","Elmore, Scott T",,,
CHEM,2123,607,15,1,,,1,,,,,,,,1,,,,,1,"Cortes, Sergio J","Shah, Shailesh N","Kikumoto Dias, Juliana",,,
CHEM,2123,608,26,2,,,,1,,,,,,,1,,,,,0,"Cortes, Sergio J","Shah, Shailesh N","Shrivastava, Ashutosh",,,
CHEM,2123,609,6,2,1,1,,,,,,,,,,,,,,0,"Tran, Daniel N","Shah, Shailesh N",,,,
CHEM,2125,101,21,6,1,,,,,,1,,,,,,,,,1,"Wijenayake, Sumudu N","Boardman, Samuel",,,,
CHEM,2125,102,17,6,1,1,1,,,,,,,,,,,,,4,"Tran, Daniel N","Boardman, Samuel",,,,
CHEM,2125,103,27,2,,,,1,,,,,,,,,,,,0,"Cortes, Sergio J","Arora, Niyati",,,,
CHEM,2125,104,16,5,4,1,,,1,,,,,1,1,,,,,1,"Tran, Daniel N","Pack, Elizabeth",,,,
CHEM,2125,105,17,8,3,,,,,,,,,,1,,,,,1,"Tran, Daniel N","Boardman, Samuel",,,,
CHEM,2125,106,13,2,1,1,,,,,,,,,,,,,,0,"Tran, Daniel N","Arora, Niyati",,,,
CHEM,2125,107,7,1,2,,,,,,,1,,,2,,,,,1,"Tran, Daniel N","Pack, Elizabeth",,,,
CHEM,2127,HN1,14,6,1,1,1,,,,1,,,,,,,,,0,"Thompson, Christina M",,"Dubrovina, Anastasiia",,,
CHEM,2323,001,26,38,13,14,9,6,8,8,4,1,4,,3,,,,,6,"Wijenayake, Sumudu N","Shah, Tejas V",,,,
CHEM,2323,002,33,44,17,9,12,16,4,2,3,3,1,,1,,,,,0,"Novak, Bruce M","Taslimy, Somayeh",,,,
CHEM,2323,003,19,22,6,13,9,10,10,8,4,7,4,,13,,,,,15,"Tran, Daniel N",,,,,
CHEM,2323,004,5,2,,5,4,6,1,3,3,1,2,,4,,,,,5,"Ahn, Jung-Mo","Smith, Tristan",,,,
CHEM,2323,005,14,29,8,16,3,12,11,9,4,9,6,,13,,,,,8,"Novak, Bruce M","Taslimy, Somayeh",,,,
CHEM,2323,006,38,36,12,13,7,8,7,5,3,4,5,,5,,,,,3,"Panapitiya, Nimanka P",,,,,
CHEM,2325,001,9,20,6,15,10,8,9,13,12,10,12,,12,,,,,14,"Thompson, Christina M",,,,,
CHEM,2325,501,1,2,2,5,6,1,2,7,7,5,11,,17,,,,,9,"Cortes, Sergio J","Abbas, Muhammad",,,,
CHEM,2327,HN1,5,6,3,3,,2,1,,,,,,1,,,,,3,"Biewer, Michael C",,,,,
CHEM,2401,001,1,3,3,2,2,3,2,,1,,1,,1,,,,,1,"Sra, Amandeep K","Douglas, Teri A",,,,
CHEM,2401,002,3,9,,1,,1,,,,,,,1,,,,,0,"Stelling, Allison","Remy, Ashele K",,,,
